Question,Answer
Objects are grouped based on their ___.,properties
Materials that have the same properties are grouped into the same ___.,group
The ability of a material to dissolve in water is called ___.,solubility
Materials that dissolve in water are called ___.,soluble
Materials that do not dissolve in water are called ___.,insoluble
The property by which objects float or sink in water is called ___.,buoyancy
Wood floats on water because it is ___ than water.,lighter
Iron sinks in water because it is ___ than water.,heavier
Objects that allow light to pass through them are called ___.,transparent
Objects that allow only some light to pass are called ___.,translucent
Objects that do not allow light to pass are called ___.,opaque
Materials that can be stretched are called ___.,elastic
Rubber is an example of a ___ material.,elastic
Metals are generally ___ conductors of heat.,good
Plastics are ___ conductors of heat.,poor
Materials that can be bent easily are called ___.,flexible
Materials that break easily are called ___.,brittle
Glass is an example of a ___ material.,brittle
Objects that are attracted by a magnet are called ___.,magnetic
Iron, cobalt and nickel are ___ materials.,magnetic
Materials that do not get attracted by magnets are called ___.,non-magnetic
The ability of a material to conduct electricity is called ___.,conductivity
Copper is a good conductor of ___.,electricity
Plastic is an ___ of electricity.,insulator
Objects can be grouped as ___ and non-lustrous.,lustrous
Metals are generally ___.,lustrous
Wood is a ___ material.,non-lustrous
The hardness of a material tells how easily it can be ___.,scratched
Diamond is the ___ natural substance.,hardest
Materials that absorb water are called ___.,absorbent
Cotton is an example of an ___ material.,absorbent
Plastic does not absorb water, so it is ___.,non-absorbent
The property of materials that allow heat to pass through them is called ___.,thermal conductivity
Iron is a good conductor of ___.,heat
Air is a poor conductor of ___.,heat
The property of materials to allow sound to pass is called ___.,sound conductivity
Grouping materials helps in ___ and classification.,identification
Objects made of the same material may have different ___.,shapes
The material used to make utensils is generally ___.,metal
The property of shining is called ___.,lustre
Gold and silver have high ___.,lustre
The ability of a material to be drawn into wires is called ___.,ductility
The ability of a material to be beaten into sheets is called ___.,malleability
Aluminium is used to make foils because it is ___.,malleable
Metals can be drawn into wires because they are ___.,ductile
Materials are grouped for easier ___.,study
Sorting materials helps in choosing the right ___ for an object.,material
Objects can be grouped on the basis of their ___.,use
The process of grouping objects is called ___.,classification
