Question,Answer
Motion is the change in the ______ of an object.,position
If an object does not change its position, it is at ______.,rest
The distance traveled by an object is measured in ______.,meters
The standard unit of distance is ______.,meter
A car moving on a road is an example of ______.,motion
A person sitting on a chair is at ______.,rest
The motion of Earth around the Sun is called ______.,revolution
The motion of Earth on its axis is called ______.,rotation
A moving train covers ______ distance.,long
A bicycle moves with ______ speed.,moderate
Speed is the distance traveled in a ______ of time.,unit
The unit of speed is ______.,meter per second
A moving fan is an example of ______ motion.,rotatory
A moving train is an example of ______ motion.,linear
Motion can be fast or ______.,slow
The path followed by a moving object is called ______.,trajectory
A swinging pendulum shows ______ motion.,oscillatory
The motion of hands of a clock is ______.,circular
The distance between two points is measured using a ______.,ruler
The distance traveled by a car is called ______.,displacement
The odometer in a car measures ______.,distance
To measure long distances, we use a ______.,measuring tape
The unit of length in the metric system is ______.,meter
The unit of length smaller than a meter is ______.,centimeter
Kilometer is used to measure ______ distances.,long
1 meter = 100 ______.,centimeters
1 kilometer = 1000 ______.,meters
Speed = Distance / ______,time
If an object is not moving, its speed is ______.,zero
A cheetah moves very ______.,fast
Snail moves very ______.,slow
To measure the height of a tree, we can use a ______.,measuring tape
Motion of a pendulum is ______ and back.,to and fro
The hands of a clock move in ______ path.,circular
The unit of time is ______.,second
An athlete covers 100 meters in 10 seconds, so speed = ______.,10 m/s
Motion can be ______ or periodic.,continuous
Distance between two points is always ______.,positive
Displacement can be ______ or negative.,positive
A moving bus shows ______ motion.,linear
Earth’s rotation causes day and ______.,night
A moving cyclist covers a certain ______ in a time.,distance
We measure distance with a ______.,scale
Speedometer shows the ______ of a vehicle.,speed
An object moves if it changes its ______.,position
The motion of a swing is called ______ motion.,oscillatory
The motion of a car on a circular track is called ______ motion.,circular
The path of a thrown ball is ______.,curved
A train moving from one city to another shows ______ motion.,linear
To measure short distances, we use a ______.,ruler
