Question,Answer
Air is all around us and we cannot ______ it.,see
Air is a ______ that we breathe.,mixture
Air is made up of mainly nitrogen and ______.,oxygen
Oxygen in air is essential for ______.,breathing
Plants release ______ into the air.,oxygen
Animals release ______ into the air.,carbon dioxide
Wind is moving ______.,air
Air has ______, it occupies space.,weight
Air exerts ______ on objects.,pressure
The movement of air from high to low pressure is called ______.,wind
Hot air ______ because it is lighter.,rises
Cold air is ______ because it is heavier.,dense
Breathing involves taking in ______ and giving out carbon dioxide.,oxygen
Air helps in spreading ______.,smell
Air is necessary for burning or ______.,combustion
The tool used to measure wind speed is called ______.,anemometer
Air helps in the flight of ______.,birds
Air helps in the movement of ______.,planes
Air is needed for ______ of seeds.,dispersal
Air is a ______ for sound.,medium
The part of air that supports life is ______.,oxygen
Carbon dioxide is used by plants in ______.,photosynthesis
Polluted air is ______ to breathe.,harmful
Smoke and dust in the air cause ______.,pollution
Air contains tiny ______ of dust.,particles
Hot air balloons rise because hot air is ______ than cold air.,lighter
We can feel air when it is ______.,moving
The layer of air around the Earth is called the ______.,atmosphere
Air protects Earth from harmful ______.,radiations
Air helps in keeping Earth ______.,warm
Winds can carry ______ like seeds and pollen.,particles
Air is made up of gases like nitrogen, oxygen, and ______.,carbon dioxide
We need fresh air for ______.,health
Air provides resistance to ______ objects.,moving
Air is invisible but has ______.,mass
Air helps in ______ boats on water.,sailing
Air is needed for ______ of insects like butterflies.,flight
Air helps in the operation of ______ machines.,pneumatic
Air contains ______ for animals to breathe.,oxygen
Air pollution can cause ______ and diseases.,cough
Air currents affect the ______.,weather
Air exerts ______ on water surfaces.,pressure
Breathing out releases ______ into the air.,carbon dioxide
Air helps in the dispersal of ______.,fruits and seeds
Oxygen is essential for ______ in humans.,respiration
Carbon dioxide is essential for ______ in plants.,photosynthesis
Air has no ______, but it occupies space.,shape
Air pollution is caused by smoke and ______.,chemicals
The movement of air is influenced by ______.,temperature
Air helps in carrying ______ like smell.,odours
Air is essential for ______ of candles.,burning
