Question,Answer
Clothes are made from ______.,fibre
Cotton is obtained from the ______ plant.,cotton
Wool is obtained from the ______.,sheep
Silk is obtained from ______.,silkworm
Fibres can be natural or ______.,synthetic
Cotton is a ______ fibre.,natural
Wool is a ______ fibre.,natural
Silk is a ______ fibre.,natural
Nylon is a ______ fibre.,synthetic
Polyester is a ______ fibre.,synthetic
Fibres are spun to make ______.,yarn
Yarn is used to make ______.,fabric
The process of making yarn from fibre is called ______.,spinning
The process of making fabric from yarn is called ______.,weaving
Knitting is another method of making ______.,fabric
Cotton fibres are soft and ______.,absorbent
Wool keeps us ______.,warm
Silk clothes are ______ and shiny.,smooth
Cotton clothes are worn mostly in ______ season.,summer
Woollen clothes are worn in ______ season.,winter
The fleece of sheep gives us ______.,wool
Silkworm spins a ______ around itself.,cocoon
Fibres are obtained from ______ and animals.,plants
Jute is obtained from the ______ plant.,jute
Jute fibres are used to make ______.,bags
Synthetic fibres are made from ______.,chemicals
Nylon is very ______.,strong
Polyester dries ______.,quickly
Acrylic looks like ______.,wool
We wear clothes to protect our ______.,body
Clothes protect us from ______ and heat.,cold
Cotton fibres come from the ______ of cotton plant.,bolls
The hair of animals gives us ______.,wool
Silk thread is obtained from the ______ of silkworm.,cocoon
Wool is used to make ______.,sweaters
Cotton yarn is used to make ______.,cloth
Synthetic fibres are usually ______ lasting.,long
Fibres are twisted to form ______.,yarn
Fabric is made by ______ yarn.,weaving
Knitting uses ______ needle.,one or two
Cotton absorbs ______.,water
Wool is obtained from animals like sheep and ______.,goat
Silk is obtained from ______ insects.,silk
Clothes are also called ______.,garments
Fibres are thin ______.,strands
Natural fibres are obtained from ______.,nature
Synthetic fibres are man-made ______.,fibres
