Question,Answer
All living organisms are found in their ___.,habitats
A habitat provides food, shelter, and ___ for organisms.,protection
Animals that live on land are called ___.,terrestrial
Animals that live in water are called ___.,aquatic
Plants and animals depend on each other for ___.,food
The environment includes air, water, soil, and ___.,organisms
A place where an organism lives and grows is called its ___.,habitat
Animals that live in both water and land are called ___.,amphibians
Deserts are dry areas with very little ___. ,rainfall
Forests are dense areas with large number of ___.,trees
The polar region is very ___. ,cold
Tropical rainforests are ___ and wet.,hot
Organisms that make their own food are called ___. ,producers
Organisms that eat plants are called ___. ,herbivores
Organisms that eat other animals are called ___. ,carnivores
Omnivores eat both ___ and animals.,plants
Decomposers help in breaking down ___ of dead organisms.,wastes
Bacteria and fungi are examples of ___. ,decomposers
Predators hunt and eat other ___. ,animals
Prey are animals that are ___ by predators.,hunted
The place where plants grow naturally is called a ___. ,habitat
Marine animals live in ___. ,seas and oceans
Freshwater animals live in ___. ,rivers and lakes
Desert plants store ___ to survive dry conditions.,water
Animals that can survive in extreme conditions are called ___. ,adapted
Adaptation helps animals to ___. ,survive
Mangrove forests are found in ___ areas.,coastal
Animals use ___ for shelter and protection.,habitats
The interdependence of organisms in an environment is called an ___. ,ecosystem
The abiotic components of environment include water, soil, and ___. ,air
Tropical forests are rich in ___ species.,plant and animal
Animals in polar regions have ___ to keep warm.,thick fur
Cacti have ___ to prevent water loss.,spines
Camels store ___ in their humps.,fat
Animals use camouflage to ___ from predators.,hide
Birds build ___ for laying eggs.,nests
Fish use ___ to breathe underwater.,gills
Forests are important for producing ___. ,oxygen
Deforestation leads to loss of ___.,habitats
Wetlands help in controlling ___.,floods
The type of soil affects the kind of ___ in an area.,plants
Air, water, and soil are examples of ___ components of environment.,abiotic
Sunlight is necessary for ___. ,photosynthesis
The interaction between organisms and environment is called ___. ,ecology
The main source of energy in any ecosystem is the ___. ,sun
Organisms in an ecosystem are classified as producers, consumers, and ___. ,decomposers
Birds, insects, and bats help in ___. ,pollination
Plants and animals together make a ___. ,community
The type of forest with evergreen trees is called ___ forest.,tropical
Mangroves protect coastal areas from ___. ,erosion
Soil provides ___ for plants.,minerals
