Question,Answer
Our body can move because of ______.,bones and muscles
The framework of bones in our body is called the ______.,skeleton
Bones are joined to each other by ______.,joints
The place where two bones meet is called a ______.,joint
Muscles help in ______ of the body.,movement
Bones are ______ and hard.,strong
The skull protects the ______.,brain
The rib cage protects the ______.,heart and lungs
The backbone is also called the ______.,spine
The backbone is made up of small bones called ______.,vertebrae
The joint in the shoulder is a ______ joint.,ball and socket
The joint in the elbow is a ______ joint.,hinge
The knee is a ______ joint.,hinge
The wrist is a ______ joint.,gliding
The joint in the neck is a ______ joint.,pivot
Ball and socket joints allow ______ movement.,circular
Hinge joints allow movement in ______ direction.,one
The fixed joints in the skull do not allow ______.,movement
The muscles work in ______.,pairs
When one muscle contracts, the other ______.,relaxes
The contraction of muscles causes ______.,movement
The bones of the chest form the ______.,rib cage
The backbone supports the ______.,body
The leg bones help in ______.,walking
The arm bones help in ______.,lifting
The joint that allows turning of the head is the ______ joint.,pivot
The fingers have ______ joints.,hinge
The joints in the hip are ______ joints.,ball and socket
Fish use ______ to swim.,fins
Birds use ______ to fly.,wings
Snakes move by ______.,slithering
Earthworms move by ______.,contraction and expansion
Insects have ______ to move.,legs and wings
The skeleton gives ______ to the body.,shape
The skeleton protects ______ organs.,internal
The skull is made up of ______ bones.,many
The backbone is flexible because of ______.,vertebrae
The rib cage is made of ______.,curved bones
The muscles are attached to bones by ______.,tendons
Bones are connected by ______.,ligaments
The joint in the ankle is a ______ joint.,hinge
The joints that do not move are called ______ joints.,fixed
The joints that move freely are called ______ joints.,movable
The backbone helps us to ______ and bend.,stand
The skull protects the ______.,brain
Muscles pull the ______ to move.,bones
The movement of fish in water is called ______.,swimming
The movement of birds in air is called ______.,flying
Animals move to find ______.,food
Movement helps animals escape from ______.,danger
