Question,Answer
A magnet can ______ objects made of iron.,attract
Magnets have two ______.,poles
The two poles of a magnet are called ______ and south.,north
Like poles of a magnet ______ each other.,repel
Unlike poles of a magnet ______ each other.,attract
Magnets attract objects made of ______.,iron, cobalt, nickel
Magnets do not attract ______.,wood
A freely suspended magnet always points ______.,north
A compass has a ______ needle.,magnetic
The magnetic needle of a compass points towards the ______.,north
Bar magnets are ______ in shape.,rectangular
Horseshoe magnets are shaped like a ______.,U
Ring magnets are shaped like a ______.,circle
Magnets are used in ______ doors.,automatic
Magnets help in separating ______ from iron filings.,dust
Earth behaves like a ______ magnet.,giant
A magnet can lose its magnetism if ______.,heated
Magnets are used in ______,generators.,electricity
The force of attraction or repulsion is called ______.,magnetism
Magnets attract small ______.,metallic objects
The end of a magnet that points north is the ______.,north pole
Magnets attract objects at a ______.,distance
Magnets can also repel other ______.,magnets
Electromagnets work with ______.,electricity
A magnet can be made by rubbing a piece of iron with a ______.,magnet
Magnets are used in ______ instruments.,scientific
Fridge magnets are usually ______ magnets.,permanent
Temporary magnets lose magnetism when ______.,removed from magnetic field
Magnets are used in ______ motors.,electric
A compass helps in finding ______.,direction
Magnets can be natural or ______.,artificial
Magnetic lines of force show the ______ of a magnet.,field
Magnets can attract ______ and steel.,iron
Like poles push each other, this is called ______.,repulsion
Opposite poles pull each other, this is called ______.,attraction
Bar magnet has a ______ middle part.,neutral
The strength of a magnet is greatest at its ______.,poles
Magnets are used in ______ cards.,credit
Magnets help in ______ recycling.,metal
A magnet can move ______ objects.,small
Electromagnets can be turned ______.,on and off
A U-shaped magnet is called a ______ magnet.,horseshoe
Magnets are used in ______ and MRI machines.,hospital
The needle of a compass is a small ______.,magnet
Magnets are used in speakers to produce ______.,sound
Magnets help in lifting heavy ______.,metal
Earth’s north magnetic pole is near the geographic ______.,south
Magnets are used in ______ switches.,electric
Magnets help in separating magnetic ______ from non-magnetic.,materials
