Question,Answer
"A house is made of brick, stone, and hard wood.",True
"A home is made of brothers, sisters, fathers, and mothers.",True
"The poem says a house has window glass.",True
"A home is characterized by unselfish acts.",True
"A house has a yard.",True
"A home is where family members care for each other.",True
"The poet says a house has eaves and chimneys.",True
"A home is a physical building made of cement.",False
"A house has tile floors and stucco on the walls.",True
"A home is where people are kind to one another.",True
"The poem mentions that a house has many doors.",True
"A home is built by a loving family.",True
"Stucco is a type of material used for the roof.",False
"A house is just a structure without feelings.",True
"The poem says a home has 'lots of doors'.",False
"A house has a roof and a chimney.",True
"Family members in a home are 'unselfish'.",True
"A house is made by love and grace.",False
"The poem says a house has 'eaves'.",True
"A home is where you share your life with loved ones.",True
"A house is where parents and children live together as a family.",False
"A home is an emotional place, not just a building.",True
"The poet thinks there is no difference between a house and a home.",False
"The word 'yard' refers to the space outside a house.",True
"The poem mentions 'stucco and roof'.",True
"A home is where you show your loved ones you are always caring.",True
"A house can be made of wood.",True
"A home is where sisters and brothers live.",True
"The poet of this poem is Lorraine M. Halli.",True
"A house has a soul and a heart.",False
"The poem says a house has 'stone'.",True
"A home is where 'fathers and mothers' are present.",True
"The poem mentions 'tile floors'.",True
"Unselfish acts are a part of a home.",True
"A house is where 'unselfish acts' happen.",False
"A home is built with bricks and stones.",False
"A house is described as 'loving and family'.",False
"The poem defines 'Home' as a feeling of togetherness.",True
"A house has 'chimneys'.",True
"A home is for 'sharing'.",True
"The word 'stucco' refers to plaster used for walls.",True
"A house is a lifeless object.",True
"A home is full of life and love.",True
"The poem is divided into two stanzas.",True
"The first stanza describes a 'Home'.",False
"The second stanza describes a 'Home'.",True
"A house has 'window glass'.",True
"A home has 'eaves'.",False
"The poem teaches us to value our family.",True
"A house provides shelter, but a home provides love.",True
