Question,Answer
"A 'vocation' in the poem refers to a person's profession or trade.",True
"The child is 'jealous' of the hawker because he has no fixed time to return home.",True
"The word 'soiled' means the gardener's clothes are very clean.",False
"The child thinks the gardener is free because nobody stops him from digging.",True
"The 'one red eye' of the street lamp is a metaphor for a giant.",True
"The watchman 'chases the shadows,' meaning he is playing a game.",False
"The child finds the hawker's life 'aimless' and therefore attractive.",True
"The word 'baked' in the sun implies the gardener is working in extreme heat.",True
"The child's mother allows him to dig in the dirt like the gardener.",False
"The watchman's 'swinging lantern' represents his freedom in the dark.",True
"The child's 'vocation' as a student is portrayed as a set of boundaries.",True
"The hawker 'takes his time' because he has no 'must' in his life.",True
"The gardener 'soils his clothes with dust' without any fear of scolding.",True
"The watchman 'never goes to bed' is a literal fact noticed by the child.",False
"The child 'longs' for a life without a timetable.",True
"The word 'crystals' describes the quality of the bangles.",True
"The 'giant with one red eye' refers to a lighthouse.",False
"The child's 'longing' changes based on the time of the day.",True
"The word 'chase' implies that the watchman is following his own shadow.",True
"The poem highlights the contrast between 'discipline' and 'freedom'.",True
"The hawker has 'no road he must take'.",True
"The gardener is 'digging' as his primary task.",True
"The watchman's 'lane' is 'dark and lonely'.",True
"The child's 'window' is a 'portal' to the outside world.",True
"The 'shadow' of the watchman is his 'only' companion.",True
"The word 'bangles' is repeated to show the hawker's routine.",True
"The child 'envies' the gardener's 'dirtiness'.",True
"The watchman's 'lantern' provides 'warmth' in the night.",False
"The child's 'school' is a 'symbol' of his restricted life.",True
"The 'ten o'clock' gong marks the 'start' of his day.",True
"The 'four o'clock' gate marks the 'return' from school.",True
"The 'dark' night marks the 'bedtime' rule.",True
"The 'hawker' represents 'freedom of movement'.",True
"The 'gardener' represents 'freedom of action'.",True
"The 'watchman' represents 'freedom of time'.",True
"The word 'chase' is used 'poetically'.",True
"The 'giant' lamp is a 'scary' image for the child.",False
"The 'soiled' clothes are a 'badge' of freedom for the child.",True
"The 'must' in the child's life is 'oppressive' to him.",True
"The poet uses 'imagery' to describe the three vocations.",True
"The child's 'desire' is 'innocent' and 'naive'.",True
"The 'hawker' is 'happy' in the child's eyes.",True
"The 'gardener' is 'unsupervised'.",True
"The 'watchman' is 'independent'.",True
"The poem is 'rhythmic' but doesn't have a strict rhyme.",True
"The child's 'parents' represent 'authority'.",True
"The 'dust' is 'honorable' in the child's view.",True
"The 'shadow' is 'mysterious' at night.",True
"The 'vocation' of a child is 'learning'.",True
"The poem captures a 'universal' childhood feeling.",True
