Question,Answer
"The chapter 'Who I Am' emphasizes that personality is shaped by interests.",True
"Radha’s story represents the breaking of gender stereotypes in play.",True
"Nasir’s goal is an example of 'sustainable' agricultural practices.",True
"Rohit’s desire to travel suggests he has a 'restless' and 'curious' spirit.",True
"Serbjit’s story highlights the emotional struggle of being misunderstood.",True
"Dolma’s ambition shows a strong sense of 'social responsibility'.",True
"Peter’s narrative emphasizes the importance of 'family bonding'.",True
"The 'second Sunday' is a 'symbol' of happiness for Peter’s family.",True
"Nasir’s 'grandfather' acts as the 'inspiration' for his career choice.",True
"Rohit’s 'interest' in old cities shows an appreciation for 'history'.",True
"Serbjit's 'counting to ten' is a 'psychological' coping mechanism.",True
"Dolma’s 'classmates' views her as a 'problem solver'.",True
"The 'feeling of power' Radha gets in the tree is a 'metaphor' for freedom.",True
"Nasir’s 'seed collection' is a response to an 'economic' problem.",True
"Rohit’s 'travel list' spans 'three' different continents.",True
"Serbjit’s 'brother' represents the 'conflict' that leads to his anger.",True
"Dolma’s 'Prime Minister' dream is rooted in 'nationalism' and 'service'.",True
"Peter’s 'peanuts' are a 'sensory' detail that makes his story more vivid.",True
"The 'identity' of each child is linked to a 'future' goal.",True
"Radha and her mother’s 'shared' experience in the tree signifies 'connection'.",True
"Nasir’s 'research' into seeds is meant to restore an 'old' tradition.",True
"Rohit’s 'imagination' allows him to see the world from his home.",True
"Serbjit's 'shoes' represent his 'silence' in the face of injustice.",True
"Dolma’s 'confidence' is the 'foundation' of her political ambition.",True
"Peter’s story is the 'only' one that doesn't mention a 'career' goal.",True
"The word 'sensible' is used by Radha’s mother as a 'social' constraint.",True
"Nasir’s 'field' work is a 'practical' application of his dream.",True
"Rohit’s 'dive' into the sea shows his 'adventurous' nature.",True
"Serbjit’s 'anger' is 'justified' based on the events described.",True
"Dolma’s 'hospitals' and 'roads' are 'public' goods she wants to provide.",True
"Peter’s 'favourite day' is a 'collective' experience for his family.",True
"The children's 'voices' in the chapter are 'distinct' from one another.",True
"Radha’s 'tree' is a 'safe space' for her to feel powerful.",True
"Nasir’s 'cotton' crop is the 'source' of his family's 'expenditure'.",True
"Rohit’s 'pyramids' and 'Beijing' goals are 'global' in scale.",True
"Serbjit’s 'honesty' is his 'core' value.",True
"Dolma’s 'Prime Minister' dream is the most 'ambitious' in the chapter.",True
"Peter’s 'ice cream' represents the 'sweet' ending to his family day.",True
"The chapter suggests that 'every' child has the potential to be 'someone'.",True
"Nasir’s 'learning' about seeds is a way to 'empower' his family.",True
"Rohit’s 'mountains' and 'seas' reflect a love for 'geography'.",True
"Serbjit’s 'truth' is 'ignored' by the authority figures in his life.",True
"Dolma’s 'ambition' is supported by her 'teachers'.",True
"Peter’s 'happiness' is 'dependent' on his family's 'unity'.",True
"The chapter's 'structure' allows for 'diversity' of thought.",True
"Radha's 'mother' represents the 'evolving' mindset of parents.",True
"Nasir's 'grandfather' represents 'traditional' wisdom.",True
"Rohit's 'travel' is a 'pursuit' of 'knowledge'.",True
"Serbjit's 'shoes' are a 'distraction' from his 'pain'.",True
"The story 'concludes' that 'identity' is a 'mix' of dreams and reality.",True
