Question,Answer
"The 'Whatifs' symbolize the 'subconscious' mind's tendency to catastrophize.",True
"The poem 'Whatif' uses 'anaphora' (the repetition of 'Whatif') to create tension.",True
"The 'crawling into the ear' is a 'tactile' imagery of intrusive thoughts.",True
"The 'partying' and 'prancing' are 'ironic' descriptions of painful anxiety.",True
"The poem explores the 'nocturnal' nature of 'vulnerability'.",True
"The shift from 'ridiculous' to 'serious' worries reflects the chaos of a child's mind.",True
"The 'Whatif' song is a 'manifestation' of 'generalized anxiety'.",True
"The 'swell' daytime acts as a 'juxtaposition' to the 'dreadful' night.",True
"The 'Whatifs' striking 'again' suggests a 'cyclical' pattern of stress.",True
"The poet utilizes 'hyperbole' (exaggeration) in the 'green hair' scenario.",True
"The 'lightning strikes' and 'poisoned cup' are 'paranoid' ideations.",True
"The 'Whatif' syndrome is a 'cognitive' habit of predicting the worst.",True
"The 'ear' as an entry point suggests that worries are 'whispers' from within.",True
"The 'Whatif' song is a 'litany' of 'potential' failures.",True
"The poet's 'teeth' and 'chest' worries are 'somatic' (body-related) anxieties.",True
"The 'parents' divorce' 'Whatif' is the most 'existential' threat in the poem.",True
"The 'dumb in school' 'Whatif' is a 'social' anxiety.",True
"The 'Whatifs' are 'autonomous' agents that 'colonize' the poet's mind.",True
"The poem 'deconstructs' the 'safety' of the home environment at night.",True
"The 'morning' light is the 'antidote' to the 'Whatif' poison.",True
"The 'Whatifs' are 'parasitic' on the poet's peace of mind.",True
"The poem uses 'child-like' fears to discuss 'adult-like' stresses.",True
"The 'prancing' suggests the worries are 'shameless'.",True
"The 'Whatifs' are 'ubiquitous' (found everywhere) in the poet's night.",True
"The 'Whatif' song is a 'monotonous' but 'disturbing' track.",True
"The 'divorce' line 'shatters' the 'illusion' of a perfect childhood.",True
"The 'green hair' line 'restores' the 'innocent' tone of the poem.",True
"The 'Whatifs' are 'invaders' of the 'sacred' space of sleep.",True
"The poet 'succumbs' to the 'Whatifs' every night.",True
"The 'Whatif' phenomenon is 'universal' across age groups.",True
"The 'Whatifs' are 'tenacious' (holding on tight).",True
"The 'swell' day is 'fleeting' (short-lived).",True
"The 'Whatif' strike is 'inevitable' for the poet.",True
"The 'poem' is a 'cathartic' expression of 'unspoken' fears.",True
"The 'Whatif' song 'drowns out' the 'silence' of the night.",True
"The 'poison' in the cup is a 'symbol' of 'mistrust'.",True
"The 'lightning' is a 'symbol' of 'chaos'.",True
"The 'teeth' are a 'symbol' of 'growth' and its 'difficulties'.",True
"The 'school' is a 'symbol' of 'evaluation' and 'judgment'.",True
"The 'parents' are the 'symbols' of 'security'.",True
"The 'Whatifs' are the 'villains' of the poem.",True
"The poet is the 'victim' of his own 'imagination'.",True
"The 'rhythm' of the 'Whatif' song is 'obsessive'.",True
"The 'Whatifs' 'hibernate' during the day.",True
"The 'Whatifs' 'celebrate' the poet's 'insomnia'.",True
"The 'ear' is the 'vulnerable' point of the 'intellect'.",True
"The 'Whatif' is a 'question' that 'demands' no 'answer'.",True
"The 'Whatifs' are 'echoes' of 'insecurity'.",True
"The 'Whatifs' are 'shadows' that 'lengthen' at night.",True
"The poem concludes that 'anxiety' is a 'nightly' 'ritual'.",True
