Question,Answer
"The poem 'Whatif' is written by Shel Silverstein.",True
"The 'Whatifs' crawled into the poet's ear at night.",True
"The 'Whatifs' sang their old 'Whatif' song all night long.",True
"The poet wonders 'Whatif I'm dumb in school?'.",True
"The poet worries about the swimming pool being closed.",False
"The poet worries about the swimming pool having poison in it.",True
"One 'Whatif' is about getting beaten up.",True
"The poet wonders what if there is lightning in his soup.",False
"The poet wonders what if there is poison in his cup.",True
"The poet is worried about starting to cry.",True
"The poet wonders 'Whatif I get sick and die?'.",True
"The poet is worried about failing a test.",True
"The poet wonders what if green hair grows on his chest.",True
"The poet worries that nobody will like him.",True
"The poet wonders what if the wind tears down his kite.",False
"The poet wonders what if the wind tears down his house.",True
"The poet worries about the war starting.",True
"The poet wonders what if his parents get a divorce.",True
"The poet wonders what if the bus is late.",True
"The poet worries about his teeth growing in crooked.",True
"The poet worries about never learning to dance.",True
"The poet feels everything is great when the sun comes up.",True
"The nighttime 'Whatifs' strike again as soon as the poet goes to bed.",True
"The 'Whatifs' are described as crawling into the poet's brain.",False
"The poet wonders 'Whatif I flunk that test?'.",True
"The poet wonders what if the sun doesn't shine.",False
"The poet wonders what if his jaw gets stuck.",True
"The poet wonders what if he doesn't grow taller.",True
"The poet's 'Whatif' song is a happy and cheerful one.",False
"The 'Whatifs' pranced and partied through the poet's head.",True
"The poet is lying in bed when the 'Whatifs' arrive.",True
"The poet wonders 'Whatif they start a war?'.",True
"The poet wonders 'Whatif my teeth don't grow in straight?'.",True
"The poet wonders 'Whatif I tear my pants?'.",True
"The poet wonders 'Whatif I never learn to sing?'.",False
"The poet wonders 'Whatif the ice cream melts?'.",False
"The poet wonders 'Whatif the lightning strikes?'.",True
"The poet wonders 'Whatif I don't grow an inch?'.",True
"The poet says the 'Whatifs' sing their song 'till morning light'.",True
"The poet is worried about being late for school.",False
"The poet worries about 'Whatif the pie is bad?'.",False
"The poet wonders 'Whatif I'm small in school?'.",False
"The poet worries about his hair color changing to green.",True
"The 'Whatifs' are described as 'some' creatures.",True
"The poet feels 'everything is swell' during the day.",True
"The 'Whatifs' are repetitive and come back every night.",True
"The poet wonders 'Whatif they close the swimming pool?'.",True
"The poet is worried about 'Whatif I get sick?'.",True
"The poet wonders 'Whatif my parents get a new car?'.",False
"The poet's concerns are mostly imaginary or unlikely.",True
