Question,Answer
"The word 'chopped' means Taro was planting trees.",False
"Taro was 'thoughtful', which means he always thought of others.",True
"The 'whistling' wind refers to the sound the wind made passing through the hut.",True
"Sake is described as being 'expensive' because it was hard to make.",True
"Taro's 'heart grew sadder' because he felt he was failing his parents.",True
"Taro stopped working when he heard the 'rushing' water.",True
"The word 'intended' means Taro planned to do something.",True
"Taro was 'startled' by the sound of the waterfall because he hadn't heard it before.",True
"The 'delicious' flavor of the sake was a surprise to Taro.",True
"Taro's father's 'shivering' was a sign that he was very cold.",True
"The neighbor 'greedily' drank the sake, showing she was selfish.",True
"The 'procession' of villagers means a long line of people walking together.",True
"The villagers were 'disappointed' when they tasted only cold water.",True
"The word 'muttered' means the villagers were speaking loudly and clearly.",False
"Taro's 'reward' came from the Emperor, not the waterfall itself.",False
"Taro 'cupped' the water, meaning he used his hands like a cup.",True
"The 'cracks' in the hut show that Taro's family was poor.",True
"The magic of the waterfall was 'selective' (only worked for some).",True
"Taro was 'honored' by the Emperor for his goodness.",True
"The word 'dutiful' describes someone who does their duty well.",True
"Taro's 'poverty' was the reason he couldn't buy sake.",True
"The 'miracle' of the sake happened because of Taro's pure heart.",True
"The villagers' 'greed' prevented them from getting the sake.",True
"Taro's father 'believed' the story Taro told him.",True
"The waterfall 'tasted' different to different people.",True
"The Emperor 'encouraged' others by giving Taro gold.",True
"The word 'kneeling' shows Taro was being respectful at the waterfall.",True
"The 'fountain' named after Taro was in the Emperor's city.",True
"Taro's 'labour' (work) was very hard but paid little.",True
"The wind 'whistled through' the house, making it drafty.",True
"Taro's 'cup' was actually his hands.",True
"The villagers were 'tricked' by the waterfall, not by Taro.",True
"The sake was a 'godsend' for Taro's father.",True
"The 'hillside' was a lonely place to live.",True
"The word 'pitcher' refers to a large container for liquids.",True
"Taro's 'thoughtfulness' is the main theme of the story.",True
"The villagers 'muttered' words of anger.",True
"Taro 'slipped' behind a rock to avoid being seen.",True
"The 'most beautiful' fountain was a lasting honor for Taro.",True
"Taro's father was 'refreshed' by the drink.",True
"The 'magic' was a reward for Taro's 'kindness'.",True
"The 'villagers' were 'envious' of Taro's luck.",True
"The 'Emperor's' reward was 'twenty pieces of gold'.",True
"Taro was 'amazed' by the waterfall's gift.",True
"The 'sake' provided 'warmth' to the old man.",True
"The 'woodcutter' is a person who cuts wood for a living.",True
"Taro's 'father' was 'old' and 'weak'.",True
"The 'neighbor' was 'curious' about the sake.",True
"The 'waterfall' was 'hidden' from view.",True
"Taro's 'story' is a famous 'Japanese' legend.",True
