Question,Answer
"Who is the poet of 'The Quarrel'?","Eleanor Farjeon"
"Whom did the poet quarrel with?","Her brother"
"Does the poet remember why the quarrel started?","No"
"What did 'one thing' lead to?","Another"
"How was the start of the quarrel described?","Slight"
"How was the end of the quarrel described?","Strong"
"Who claimed to be right during the fight?","The brother"
"What did the poet think about her brother's claim?","She knew he was wrong"
"What happened to the afternoon?","It turned black"
"How did the quarrel finally end?","The brother thumped the poet on the back"
"What did the brother say to end the fight?","'Oh, come along!'"
"Did the brother want to stay angry all night?","No"
"What did the brother admit at the end?","That he was in the wrong"
"What did the poet realize at the very end?","That her brother was 'in the right'"
"Is the quarrel about a serious matter?","No, it started over something small"
"What does 'turned black' mean in the poem?","The afternoon became unpleasant or gloomy"
"Did the siblings stop talking to each other?","Yes, until the reconciliation"
"What physical action did the brother take to make up?","He thumped her on the back"
"Was the poet's brother being honest at the end?","Yes"
"How many people are involved in the quarrel?","Two (the poet and her brother)"
"What is the main theme of the poem?","Sibling rivalry and reconciliation"
"Does the poem have a happy ending?","Yes"
"What time of day did the mood stay bad?","The afternoon"
"Did the poet try to end the fight first?","No, the brother did"
"What does 'one thing led to another' imply?","Small arguments grew into bigger ones"
"Was the fight loud or quiet?","The poem suggests an emotional standoff"
"What does 'slight' mean?","Small or insignificant"
"What does 'thumped' mean?","A heavy but friendly hit"
"Did the fight last until the next day?","No, it ended before night"
"What was the poet's initial attitude?","Stubborn/Sure she was right"
"What was the brother's final attitude?","Peace-making and humble"
"Is this a common experience for children?","Yes"
"What changed the 'black' afternoon?","The brother's apology and gesture"
"Was there any physical violence during the fight?","Only the 'thump' to make up"
"Does the poet name the brother?","No"
"How did the siblings feel during the 'black' afternoon?","Hateful/Unfriendly"
"What does 'we can't go on all night' show?","The brother's common sense"
"Did they fall out over a toy?","The poem doesn't specify, just 'one thing'"
"What does 'in the right' mean at the end?","The brother was right to end the fight"
"Was the 'strong' end about the argument or the anger?","The intensity of the anger"
"Does the poet forgive her brother?","Yes, she accepts his peace offering"
"What is the 'strong' part of the fight?","The peak of the anger"
"Is the poem written in the first person?","Yes ('I')"
"What did the brother say about the night?","'We can't go on all night'"
"What was the 'wrong' thing the brother did?","Starting or continuing the fight"
"What was the 'right' thing the brother did?","Admitting he was wrong to make peace"
"Did the poet argue back?","Yes, 'one thing led to another'"
"How does the tone change at the end?","From dark/hateful to light/forgiving"
"Does the poet still feel angry at the end?","No"
"What is the lesson of the poem?","It's better to admit wrong and make up"
