Question,Answer
"Who were the two best friends in the story?","Jumman Sheikh and Algu Chowdhary"
"What did Jumman’s old aunt have?","Some property"
"On what condition did the aunt transfer her property to Jumman?","That she would stay with him and he would look after her"
"How did Jumman and his wife treat the aunt initially?","They were very kind and welcoming"
"Who was Jumman’s wife?","Karman"
"After how many years did the situation change for the aunt?","Two years"
"What did the aunt ask for when she was insulted?","A monthly allowance"
"Why did the aunt want an allowance?","To set up a separate kitchen"
"Did Jumman agree to give the allowance?","No"
"Where did the aunt take her case?","The village Panchayat"
"Under which tree was the Panchayat held?","An old banyan tree"
"Who did the aunt nominate as the Head Panch?","Algu Chowdhary"
"Was Algu happy to be the Panch for the aunt's case?","No, he was reluctant because of his friendship with Jumman"
"What was Algu’s verdict in the first case?","Jumman must pay a monthly allowance or return the property"
"How did Jumman react to Algu’s verdict?","He became Algu’s enemy"
"What happened to the friendship after the first verdict?","The bond was broken/severed"
"What did Algu sell to Samjhu Sahu?","A fine bullock"
"How much time did Samjhu Sahu have to pay for the bullock?","One month"
"What happened to the bullock within a month?","It died"
"Why did the bullock die?","Because Samjhu Sahu overworked and underfed it"
"Did Samjhu Sahu pay Algu for the bullock?","No"
"Who did Samjhu Sahu nominate as the Panch in the second case?","Jumman Sheikh"
"How did Algu feel when Jumman was nominated?","His heart sank and he turned pale"
"What did Jumman realize when he became the Head Panch?","The dignity and responsibility of his office"
"What was Jumman’s verdict in the second case?","Samjhu Sahu must pay Algu the full price of the bullock"
"Why did Jumman give a fair verdict?","Because a Panch has no friend or enemy, only justice"
"What did Algu shout after the verdict?","'Victory to the Panchayat. This is justice.'"
"What happened to the friends at the end?","They embraced and wept"
"Who wrote the story 'Fair Play'?","Premchand"
"What is a 'Panchayat'?","A village council of five elders"
"What did the aunt do before going to the Panchayat?","She went from villager to villager explaining her case"
"Did some people laugh at the old aunt?","Yes"
"What does 'God lives in the heart of the Panch' mean?","The Panch speaks the truth and acts with justice"
"Was the bullock ill when Algu sold it?","No, it was a fine, healthy animal"
"How many trips a day did Samjhu Sahu make to the town?","Four trips"
"What did Samjhu Sahu call the dead bullock?","A 'wretched creature'"
"Did Jumman’s wife grudge the aunt's food?","Yes"
"What did Jumman say to his aunt about the allowance?","He said his wife knew best how to run the house"
"Who was the Head Panch in the first case?","Algu Chowdhary"
"Who was the Head Panch in the second case?","Jumman Sheikh"
"What did the 'tears' of the friends wash away?","The dust of misunderstanding"
"Is the aunt's name mentioned in the story?","No, she is just 'the aunt'"
"How did Algu and Jumman help each other in the village?","They looked after each other's households when one was away"
"Did the aunt have any other relatives?","No"
"Why did Algu's heart sink?","He feared Jumman would take revenge"
"What did Jumman feel when he sat on the seat of justice?","A sense of responsibility"
"Did Samjhu Sahu try to cheat Algu?","Yes"
"What did the villagers think of the second verdict?","They praised it as true justice"
"What is the main moral of the story?","Justice stands above friendship and enmity"
"Was the property returned to the aunt?","The verdict gave Jumman the choice to pay or return it"
