Question,Answer
"Who is the poet of 'Vocation'?","Rabindranath Tagore"
"At what time does the gong sound in the morning?","Ten o'clock"
"Where does the child go every morning?","To school"
"Who does the child meet on his way to school?","A hawker"
"What is the hawker selling?","Bangles"
"What does the hawker cry out?","'Bangles, crystal bangles!'"
"Does the hawker have a fixed road to take?","No"
"What time does the child come back from school?","Four o'clock"
"Who does the child see through the gate of a house?","A gardener"
"What is the gardener doing?","Digging the ground"
"Does anyone scold the gardener for getting dirty?","No"
"Why does the child want to be a gardener?","So he can dig and get dirty without being stopped"
"When does the child see the watchman?","At night, when it's dark"
"How does the child see the watchman?","Through his open window"
"What is the watchman carrying?","A lantern"
"What does the street lamp look like?","A giant with one red eye"
"Does the watchman ever go to bed, according to the child?","The child thinks he never does"
"What does the watchman walk with at his side?","His shadow"
"What does the child wish to be at night?","A watchman"
"What is the 'vocation' of the first person mentioned?","A hawker"
"What is the 'vocation' of the second person?","A gardener"
"What is the 'vocation' of the third person?","A watchman"
"Is the lane where the watchman walks bright or dark?","Dark and lonely"
"What is the 'red eye' in the poem?","The light of the street lamp"
"Does the child like his own schedule?","No, he finds it restrictive"
"What are the bangles made of?","Crystal"
"What does the gardener do to his clothes?","Soils them with dust"
"Does the gardener mind the sun or rain?","No"
"What does the watchman do with his lantern?","Swings it as he walks"
"What is the child doing when he sees the watchman?","Lying in bed"
"Is the child's room on the ground floor?","Likely not, as he looks down at the lane"
"How many times a day does the child see someone he envies?","Three times"
"What does 'crystal' describe?","The bangles"
"Does the hawker have a 'must' in his life?","No, according to the child"
"Does the gardener wear a uniform?","No, he gets his clothes dirty"
"What does the child want to 'chase' with a lantern?","Shadows"
"Is the child allowed to stay out late?","No, he must go to bed"
"What is the 'gong' used for?","To mark the time"
"Does the poet use 'I' in the poem?","Yes"
"What is the child's 'vocation' (implied)?","A student"
"Does the hawker have a home to return to?","The child thinks he has no 'must' place to go"
"Does the gardener use a spade?","Yes (for digging)"
"Is the watchman alone?","Yes, with his shadow"
"What color is the 'eye' of the lamp?","Red"
"Does the child want to be 'baked in the sun'?","Yes, like the gardener"
"Is the street lamp standing or moving?","Standing"
"Does the watchman go to bed at 9 PM?","No"
"What does 'bangles' signify?","The trade of the hawker"
"Is the poem about a child's imagination?","Yes"
"What is the overall mood of the child?","Restless and curious"
