Question,Answer
"What are the driest places on Earth?","Deserts"
"How do gerbils stay cool during the day?","They stay in cool underground burrows"
"How do darkling beetles collect water?","They catch drops of moisture on their legs"
"Are all deserts composed of sand dunes?","No, some are rocky or have small bushes"
"Where are rattlesnakes found?","Across the American continent"
"How does a rattlesnake 'hear'?","By feeling vibrations in the ground through its body"
"What part of a rattlesnake's body makes the rattling sound?","Its tail"
"Do rattlesnakes prefer to attack or avoid people?","They prefer to avoid people"
"What is the maximum length a rattlesnake can reach?","About two meters"
"How do mongooses hunt?","They hunt together in groups"
"What is the mongoose famous for?","Being able to kill snakes without getting hurt"
"Where do mongooses like to forage?","In beetles, termites, and other small creatures"
"What do mongooses do to keep in touch while hunting?","They twitter and shriek"
"Where do mongooses make their dens?","In old termite mounds or hollow logs"
"Who takes care of the mongoose kittens?","The whole group/community"
"How many humps does a Dromedary camel have?","One"
"How many humps does a Bactrian camel have?","Two"
"What is stored in a camel's hump?","Fat"
"What happens to a camel's hump when it doesn't eat?","It shrinks"
"How much water can a thirsty camel drink in ten minutes?","Thirty gallons (about 500 glasses)"
"What kind of plants do camels eat?","Desert plants, including thorny ones"
"How do camels get moisture if they don't drink water?","From the desert plants they eat"
"Why are camels called 'ships of the desert'?","Because of their ability to travel long distances in the desert"
"Do mongooses live alone?","No, they live in social groups"
"Is the desert always hot?","No, it can be very cold at night"
"What are sand dunes?","Hills of sand moved and shaped by the wind"
"Which desert is the largest in the world?","The Sahara"
"What is a 'sidewinder'?","A type of rattlesnake that moves sideways"
"What do mongooses eat?","Beetles, termites, and other small animals"
"How long can a camel go without drinking water?","Up to ten months"
"Are mongooses found in Africa?","Yes"
"What protects a camel’s mouth from thorns?","A very tough lining/skin"
"Do rattlesnakes eat birds?","The text mentions mice, voles, and rats"
"How fast is a mongoose's reaction?","Fast enough to dodge a snake's strike"
"Do mongooses mark their territory with scent?","Yes"
"What is the main danger to desert animals?","Extreme heat and lack of water"
"What is the purpose of the rattlesnake's rattle?","To warn off intruders"
"Do camels sweat a lot?","No, they sweat very little to save water"
"Can a camel close its nostrils?","Yes, to keep out blowing sand"
"What is the Gila monster?","A large, venomous desert lizard"
"What color is a typical desert rat (Gerbil)?","Sandy/grey"
"How do beetles get water from their legs to their mouths?","By lifting their legs until the drops trickle down"
"Are rattlesnakes found in Canada?","Yes, from Canada to Argentina"
"How do mongooses warn of a predator like a hawk?","With a special alarm call or shriek"
"How many mongooses are usually in a foraging group?","About twenty"
"Do female mongooses have kittens at different times?","No, usually at about the same time"
"Does a camel's body temperature change?","Yes, it fits the environment to save water"
"What happens to the fat in the hump?","It is used as food/nourishment"
"Is a desert always a wasteland?","No, it can bloom with flowers after rain"
"What are 'creatures of the desert'?","Animals adapted to survive extreme heat and dryness"
