Question,Answer
"Who is the poet of 'The Wonderful Words'?","Mary O’Neill"
"Which language is specifically mentioned in the poem?","English"
"What should we never let a thought do?","Shrivel and die"
"What is English described as in the poem?","A wonderful game"
"What do words do for our thoughts?","They are the food and dress of thought"
"Where are thoughts said to be 'prisoned'?","Behind your eyes (in the mind)"
"What can free a thought from its prison?","Words"
"What are people 'longing' to hear today?","Fresh and beautiful things"
"Does the poet think everyone can play the 'game' of English?","Yes"
"What should you do with your 'brightest thoughts'?","Match them with words"
"What do words give to a thought?","Body and swing"
"Is the poem encouraging silence?","No, it encourages expression"
"What happens to a thought without words?","It shrivels and dies"
"Is English a 'new' game or an 'old' one?","The poet calls it a 'wonderful game'"
"Can thoughts be seen without words?","No, they must be groomed and fed by words"
"What is the 'prison' mentioned in the poem?","The mind/brain"
"What is the 'food' of thought?","Words"
"What is the 'dress' of thought?","Words"
"What does 'shrivel' mean?","To dry up or waste away"
"Does the poet believe there are still new things to say?","Yes, 'fresh and beautiful things'"
"What is 'the loveliest thing'?","A thought expressed well"
"What should we search for to express a thought?","The right words"
"Are words called 'wonderful' in the poem?","Yes"
"What does 'groom' mean in the poem?","To clean and make neat"
"Do words help thoughts to 'swing'?","Yes"
"Is English described as a difficult language?","No, it's called a game everyone can play"
"What part of the body is 'behind your eyes'?","The mind"
"What is the 'game' played with?","Words"
"Should we wait for a thought to die?","No, never"
"What does 'brightest' describe?","Our best thoughts"
"What does 'longing' mean?","Wanting something very much"
"Are thoughts called 'hungry' (implicitly)?","Yes, because they need 'food' (words)"
"What is the 'swing' of a thought?","Its rhythm or movement"
"Can words 'free' a thought?","Yes"
"Who is the audience for the 'fresh things'?","Everyone/The world"
"Does the poet value silence?","No, she values 'wonderful words'"
"What color is mentioned (implicitly) with 'shrivel'?","Brown or dry (like a dying leaf)"
"What is the 'dress' meant to do?","Make the thought look beautiful"
"Is a thought a prisoner?","Yes, until it is spoken"
"Should we be afraid of English?","No, everyone can play it"
"What is 'matching' words?","Choosing the right words for the right idea"
"What is 'feeding' a thought?","Giving it words so it can live"
"Is 'The Wonderful Words' an inspirational poem?","Yes"
"What is the 'liveliness' of a thought?","Its 'body and swing'"
"Does the poet want us to use old, boring words?","No, 'fresh' words"
"What is 'behind your eyes' referring to?","The mental 'prison'"
"How many stanzas are in the poem?","Two"
"What is the main theme?","The power of language"
"Is the poet's name Mary O’Neill?","Yes"
"Can words 'clothe' an idea?","Yes ('dress of thought')"
