Question,Answer
"What does 'naturalized U.S. citizen' mean?","Someone born elsewhere who gained U.S. citizenship by law"
"Why was Kalpana called a 'trailblazer'?","She cleared a path for others to follow in space science"
"Explain the significance of her 'encyclopedic knowledge'.","She knew a vast range of subjects from biology to astrophysics"
"Why did she pursue a Ph.D. in the U.S. despite opposition?","She was determined to follow her dreams in aerospace"
"What does 'unprecedented' mean in the context of the tragedy?","Something that has never happened before on that scale"
"Why did she choose aeronautical engineering?","She had a deep interest in flight and airplanes"
"What was the 'payload' of the Columbia STS-107?","The scientific instruments and experiments carried on board"
"Define the term 'astrophysics'.","The branch of astronomy dealing with the physics of the universe"
"Why did the crew conduct eighty experiments?","To study materials, biology, and the environment of space"
"What does 'disintegrated' mean?","To break up into small parts or pieces"
"Why was her marriage to a flight instructor significant?","It showed her life was centered around aviation"
"What was the purpose of the message she sent from space?","To motivate students to pursue their own paths to success"
"How did her Indian background impact her identity at NASA?","She felt there were no boundaries between her and others"
"What does 'super-specialization' mean for an astronaut?","Having deep, expert knowledge in many specific fields"
"Why was the altitude of 200,000 feet dangerous during re-entry?","It is where the shuttle faces extreme heat and pressure"
"What does 'shiver' mean in the sentence 'A shiver went down...'?","A feeling of fear or shock"
"How did the world react to the Columbia disaster?","With shock, disbelief, and a sense of collective loss"
"What quality of Kalpana made her a 'heroine'?","Her courage to overcome obstacles and reach the stars"
"Why did she stay 'glued to the TV' in spirit with Karnal?","The text shows the mutual pride between her and her hometown"
"What does 'crossing the frontiers' symbolize?","Breaking limits and exploring the unknown"
"Explain the importance of being a 'certified' flight instructor.","It meant she was legally qualified to teach others how to fly"
"What does 'blew apart' describe?","The physical destruction of the space shuttle"
"Why was the shuttle considered reliable before the accident?","It had successfully completed 28 previous flights"
"What does 'vision' mean in her message to students?","The ability to see a goal or a dream for the future"
"How did the crew 'pollinate plants' in space?","As an experiment to see if food could be grown in orbit"
"What does 'aeronautical' relate to?","The design, building, and flying of aircraft"
"Why was the Israeli astronaut mentioned?","To highlight the international cooperation of the mission"
"What is the meaning of 'space-walk'?","Moving around outside a spacecraft in space"
"What does 'in pursuit of' her Master’s degree mean?","Actively trying to achieve or obtain the degree"
"Why did the 'shocker' affect the whole world?","Space travel is a human achievement that connects everyone"
"What does 'optimism' look like in Kalpana's life?","Her belief that dreams can actually be turned into reality"
"Why did her father finally let her go to the U.S.?","He eventually supported her ambition (as seen in later success)"
"What does 're-entry' mean for a spacecraft?","The process of coming back into the Earth's atmosphere"
"Define 'aeronautics'.","The science or practice of travel through the air"
"Why was her first mission's duration so specific?","To show the precision required in space exploration"
"What does 'pride' represent for the people of Haryana?","The honor of having a daughter reach the highest level of science"
"What is a 'payload' specialist?","A person responsible for the scientific equipment on a shuttle"
"Why did she need to know biology as an astronaut?","Astronauts must understand how life reacts to zero gravity"
"What does 'aerospace' include?","Both the Earth's atmosphere and the space beyond it"
"How does the text define an astronaut's ability?","As requiring massive knowledge and a range of skills"
"What does 'loss of contact' signify?","The moment the communication link with NASA was broken"
"Why did the shuttle travel 10.45 million kilometers?","Because it was orbiting the Earth at a very high speed"
"What is the meaning of 'frontier'?","The extreme limit of settled or explored land/space"
"Why was her Ph.D. in 'Aerospace Engineering' the right fit?","It combined her love for planes with her goal of space travel"
"What does 'disbelief' mean in the town of Karnal?","The inability to accept that the tragedy had happened"
"What was the significance of her graduation from PEC?","It was the starting point of her technical education"
"What does 'licensed' mean in her context?","Having official permission/legal documents to operate aircraft"
"Why did she call the path to success a 'journey'?","Because it takes time, effort, and continuous progress"
"What does 'heroine' mean for a nation?","A woman admired for her brave deeds and noble qualities"
"Why is her story still told today?","As a source of inspiration for millions of young people"
