Question,Answer
"Why was the banyan tree 'a world of its own'?","It had many branches that took root and created many hiding places"
"How did the squirrel's attitude change toward the narrator?","It went from being resentful to being bold enough to take food"
"Describe the narrator’s 'reading room'.","A platform with cushions and a backrest where he kept his books"
"What does 'delving into his pockets' tell us about the squirrel?","It became very trusting and curious about the narrator"
"Why did the narrator call the spring the 'banyan tree's time'?","Because it was filled with red figs and a variety of birds"
"What is a 'skillful and experienced fighter' in the context of the cobra?","The snake knew how to move and strike with deadly accuracy"
"What was the mongoose’s 'strategy' during the fight?","To move faster than the snake and attack when it was tired"
"Explain the birds' role as 'spectators'.","They sat on the cactus to watch but ended up being part of the drama"
"What does 'mesmerize' mean in the snake's context?","To hypnotize the opponent with a steady, glassy stare"
"Why did the magpie's death change the myna's behavior?","The myna became cautious and stopped diving at the snake"
"How did the 'bushy tail' help the mongoose?","It made him look bigger and served as a distraction"
"What does 'glistening' scales suggest about the cobra?","It was healthy, powerful, and in its prime"
"Describe the 'feint' used by the mongoose.","A fake move to one side to make the snake strike and miss"
"Why did the grandfather encourage mongooses in the garden?","They provided natural protection against venomous snakes"
"What is the meaning of 'defiance' in the cobra's hiss?","A bold challenge or refusal to back down"
"How did the 'platform' help the narrator's observations?","It gave him a bird's-eye view while keeping him hidden"
"Explain the term 'champion fighter' used for the mongoose.","It refers to the mongoose's natural ability to hunt vipers"
"Why did the myna 'congratulate' the mongoose?","As a sign of victory over their common enemy"
"What does 'quivering' body of the snake imply?","The final physical reaction after the mongoose's fatal bite"
"Define 'propping' in the context of the banyan tree.","The branches taking root in the soil to support the massive tree"
"Why was the 'afternoon' described as 'hot'?","To set a quiet scene that was suddenly broken by the fight"
"How did the squirrel 'resent' the boy initially?","By considering him an intruder in his private tree"
"What does 'darted' mean for the mongoose?","Moving very quickly and suddenly"
"Why did the snake's 'hood' spread out?","To look larger and more intimidating to the mongoose"
"Describe the 'sound' the magpie made when hit.","The text says it was 'flung' and hit a wall"
"What is 'glassy' about the cobra's eyes?","They don't blink, giving them a fixed, hypnotic look"
"How did the mongoose avoid the cobra's 'venom'?","Through sheer speed and dodging every strike"
"What does 'shrivel' (from Ch 9) compare to the snake's body?","The snake's body went limp rather than shrivelling"
"Why did the narrator choose the banyan tree as his 'sanctuary'?","Because of its height, shade, and the variety of life it held"
"What does 'shrill' mean for the myna’s cry?","A high-pitched and sharp sound"
"Describe the 'victory' of the mongoose.","It was a result of patience, speed, and a final, deadly grip"
"Why did the grandfather not want to kill the snake himself?","He preferred to let nature take its course through the mongoose"
"What does 'delving' suggest about the squirrel's hunger?","It was more about curiosity and friendliness than starving"
"How did the 'platform' survive the rain?","The narrator probably only used it during the dry afternoon"
"What is a 'clearing' in the forest?","An open space with no trees or tall bushes"
"Why did the cobra 'hiss'?","To warn the mongoose and show his readiness to fight"
"What does 'bushy' fur do for a mongoose?","It protects the skin and makes the animal look bigger"
"How did the myna show 'wisdom'?","By staying out of the snake's reach after the magpie died"
"Describe the 'grip' the mongoose used on the snake's snout.","It was firm and final, leading to the snake's death"
"Why was the banyan tree called 'magnificent'?","Because of its huge size and the way it spread its branches"
"What does 'tumbled' mean for the myna?","Falling or rolling over after being hit"
"Why did the narrator keep 'perfectly still'?","To avoid being noticed by the fighting animals"
"How did the snake's 'strike' look?","Like a flash of lightning"
"What is the 'backrest' made of?","The narrator leaned against the tree trunk"
"Why did the 'birds' dive 'three times'?","They were persistent in trying to harass the cobra"
"What does 'congratulations' tell us about the myna's personality?","It was a cheeky and observant bird"
"Describe the 'dead' cobra at the end.","It was a limp, 'wretched' thing being dragged away"
"Why did the boy love 'Treasure Island'?","It matched the adventurous spirit of his tree-climbing"
"What does 'twisting' branches imply?","The complex and maze-like structure of the tree"
"How did the narrator's 'library' grow?","He carried books from the house to the tree platform"
