Question,Answer
"Why did the narrator feel 'sorry' when he first saw the playground?","He thought many children were physically disabled or blind"
"What does 'willpower' mean in the context of Dumb Day?","The inner strength to keep one's mouth shut without a bandage"
"How does 'Blind Day' help the 'helpers'?","They learn the responsibility of being someone’s 'eyes'"
"Why is Blind Day 'the most frightening' for children?","Because of the constant fear of hitting something or falling"
"Explain the significance of the bandage being put on overnight.","The child wakes up 'blind,' making the experience more realistic"
"What does 'misfortune' mean in Miss Beam’s system?","The physical challenges faced by the disabled"
"Why did the narrator say he was 'ten times more thoughtful'?","He realized how difficult life is for the disabled"
"How did Miss Beam explain the 'lame' children to the narrator?","She explained it was part of their training in sympathy"
"What does the word 'homesick' imply about Miss Beam?","She was maternal and understood the children's feelings"
"Describe the narrator's role during his walk with the girl.","He acted as her guide and eyes, describing the world to her"
"Why was the 'Dumb Day' actually the hardest for some?","Because there is no physical way to stop talking except through self-control"
"What does 'ghastly' tell us about the narrator’s initial reaction?","He was deeply shocked and upset by what he saw"
"How did describing the garden help the narrator himself?","It made him observe his surroundings much more closely"
"Why did the girl with the bandage ask if 'Peter' was tall?","She was trying to build a mental picture of the world"
"What is the meaning of 'scarcely' in 'scarcely any willpower'?","Hardly or almost not at all"
"Why did Miss Beam call the system a 'game'?","To make the serious lesson of empathy engaging for children"
"What was the purpose of the 'Head Girl' being the first one the narrator met?","To show that even the leaders of the school participate in the games"
"What does 'authoritative' suggest about Miss Beam?","She had a strong personality but used it for kindness"
"Explain the 'kindly' nature of Miss Beam.","She was gentle and understood the narrator's curiosity"
"Why did the 'blind' girl say her 'Blind Day' was a relief?","Because she didn't have to use her eyes to 'not' see"
"What does 'dodging' mean in the story?","Moving quickly to avoid hitting things"
"How did the 'helpers' gain a 'lesson' in kindness?","By directly experiencing the struggle of their 'disabled' peer"
"Why did the narrator find it 'pleasant' to describe the garden?","It made him appreciate the beauty he usually took for granted"
"What does 'super-specialization' (from previous chapters) contrast with here?","Miss Beam focuses on 'humanity' rather than just technical knowledge"
"Why did the narrator feel 'sorry' to leave?","He had developed a deep connection to the school’s philosophy"
"Define 'misfortune' as used by Miss Beam.","A state of physical or mental disability"
"How did the girl's description of 'Peter' show her imagination?","She guessed his age and task based on what she heard"
"What does 'fairly' mean in 'fairly kind to me'?","Moderately or reasonably"
"Why was the 'Lame Day' easier than the 'Blind Day'?","One could still see the world even if they couldn't walk well"
"What does 'poked' refer to in the blind girl’s dialogue?","The fear of being hit by an object or person"
"How did Miss Beam’s school change the definition of 'Education'?","It shifted from 'books' to 'behavior and empathy'"
"Why did the narrator's 'eyes' need to be 'opened'?","Metaphorically, he needed to learn to see the world with sympathy"
"What does 'crutches' represent in the story?","The physical aids used during Lame Day"
"How did the 'blind' girl 'see' Millie?","Through the narrator's detailed description of her clothes and hair"
"Why did the children not peep?","Out of a sense of honor and commitment to the lesson"
"What does 'relief' mean for the girl at the end of the day?","The end of the mental strain of being blind"
"Why was the narrator's visit 'enlightening'?","It gave him a new perspective on human suffering"
"What is the significance of the girl's 'pink blouse'?","A small detail that helped her 'visualize' herself"
"What does 'appreciation' mean in the school's context?","Understanding the value of one's own health and senses"
"Why did Miss Beam walk the narrator to the window?","To give him a full view of the school’s activity"
"How did the gardener's age add to the garden's atmosphere?","It suggested a sense of tradition and timelessness"
"What does 'willpower' signify for a child?","The beginning of self-discipline"
"Why did the girl find it 'funny' when people helped her?","She likely felt the strangeness of the situation"
"What does 'responsibility' mean for the 'helpers'?","Taking care of someone who is vulnerable"
"How did the narrator's 'ten times' comment please Miss Beam?","It proved her educational methods were successful"
"What does 'plump' suggest about Miss Beam's comfort?","She was a nurturing and approachable figure"
"Why did the narrator describe the girl with 'crutches' as watching?","To show the 'envy' or 'longing' for normal activity"
"What does 'insight' mean for the narrator?","Deep understanding of the school's unique aim"
"Why was the Head Girl's hair color mentioned?","To help the 'blind' girl identify her"
"What is the ultimate 'Reward' (from Chapter 3) compared to Miss Beam’s?","Taro got gold; Miss Beam’s students get a better character"
