Question,Answer
"Who is the head of the school?","Miss Beam"
"How was Miss Beam described physically?","Middle-aged, full of authority, yet kindly"
"What was the first thing the narrator saw upon entering?","A girl with a bandage over her eyes"
"Who was leading the 'blind' girl?","A little boy about four years younger"
"What was the narrator's main reason for visiting?","He had heard much about Miss Beam's school"
"What was the real aim of Miss Beam’s school?","To teach thoughtfulness and kindness"
"Were the children in the school actually disabled?","No, they were healthy"
"What is 'Blind Day'?","A day when a child’s eyes are bandaged"
"What is 'Lame Day'?","A day when a child has one leg tied up"
"What is 'Dumb Day'?","A day when children must remain silent"
"What is 'Deaf Day'?","A day when children cannot hear anything"
"How is the bandage put on for Blind Day?","It is put on overnight"
"Are children allowed to peep through the bandage?","No"
"Who helps the 'blind' children?","Other children are assigned as helpers"
"Which day is considered the most difficult by the children?","Blind Day"
"What do children have to use on 'Dumb Day' to stay quiet?","Willpower"
"What was the 'blind' girl wearing when the narrator saw her?","A blue cotton skirt and a pink blouse"
"Who was the girl with the bandage whom the narrator described?","Millie"
"What was Millie's position in the school?","She was the Head Girl"
"Who was the old man tying up roses?","Peter, the gardener"
"How old did the narrator think Peter was?","Hundreds of years old (very old)"
"Who was the girl with crutches watching others play?","A 'lame' girl"
"Did the 'blind' girl enjoy being helped?","Yes, she found it very helpful"
"What did the 'blind' girl fear most?","Hitting things or being poked"
"How many times more 'thoughtful' did the narrator feel?","Ten times"
"What kind of subjects were taught traditionally?","Spelling, adding, subtracting, multiplying, and writing"
"How were lessons taught in class?","By reading to them and through interesting talks"
"Was Miss Beam’s hair turning grey?","Yes"
"What did the narrator see from the window?","A large garden and a playground"
"What made the narrator feel 'ghastly'?","Seeing so many 'unhealthy' children at first"
"What was the narrator's name?","Not mentioned in the story"
"What was the gardener's name?","Peter"
"What was Millie's hair color?","Light/Blonde"
"Did the 'blind' girl know who the narrator was?","No"
"What did the narrator describe to the 'blind' girl?","The garden, people, and the surroundings"
"Why did the 'blind' girl's head ache?","From constantly dodging imaginary things"
"What was the 'cripple' day?","A day where one is 'disabled'"
"What does 'plump' mean in the text?","Pleasantly fat/stout"
"What was the color of the Head Girl's hair?","Very light"
"What was the 'dumb' girl afraid of?","Not being able to control her speech"
"Where did the narrator and the 'blind' girl walk?","In the garden"
"Did Miss Beam walk with the narrator?","Yes, she led him to the girl"
"Was the school building modern or old?","Not specified, but it had a large garden"
"How did the 'blind' girl feel when the narrator described things?","Relieved and happy"
"What did the boy say to the 'blind' girl?","He told her who the narrator was"
"What was the girl on the crutches doing?","Watching the others play"
"Did the helpers find their job useful?","Yes, they learned a lot too"
"What did the narrator find most impressive?","The school's 'human' lessons"
"Was Miss Beam happy with her school's system?","Yes, she was proud of it"
"What was the narrator's mood at the end?","Thoughtful and changed"
