Question,Answer
"Why does the poet use the word 'crawled' for the 'Whatifs'?","To make the thoughts feel like invasive insects or pests"
"Explain 'everything is swell' in the context of the poem.","It shows that worries often disappear in the logic of the daylight"
"What is the significance of the 'Whatifs' arriving at night?","Night is when the mind is quiet and more prone to overthinking"
"Why does the poet include 'green hair on my chest'?","To show that some childhood fears are absurd and imaginative"
"What does 'pranced and partied' suggest about his worries?","That the thoughts are energetic and beyond his control"
"Explain the 'Whatif' about the 'swimming pool'.","It represents a fear of losing something fun and important"
"What does 'my jaw gets stuck' symbolize?","A fear of physical loss of control or a medical emergency"
"Why is 'Whatif they get a divorce' a serious 'Whatif'?","It represents a child's deep-seated fear of family instability"
"What does the word 'flunk' tell us about school anxiety?","It shows the pressure children feel to perform academically"
"Why do the 'Whatifs' strike 'again' as soon as he goes to bed?","It highlights the cyclical and persistent nature of anxiety"
"Define 'stuck' in the phrase 'jaw gets stuck'.","Unable to move or open"
"How does the poet contrast the day and the night?","Day is 'swell' and 'normal'; Night is full of 'Whatifs' and songs"
"What is the 'Whatif' song a metaphor for?","The repetitive, looping nature of worrying thoughts"
"Why is 'Whatif nobody likes me' a universal fear?","Because children (and adults) have a basic need for social acceptance"
"What does 'torn' pants represent?","The fear of public embarrassment or accidents"
"Explain 'Whatif I don't grow an inch'.","A common childhood concern about physical development and fitting in"
"What is 'poison in my cup' likely a metaphor for?","General paranoia or a lack of trust in the world around him"
"Why does the poet 'start to cry'?","Because the weight of the worries becomes emotionally overwhelming"
"What does 'straight' teeth represent in this context?","Social standards of beauty and the fear of being 'different'"
"Describe the 'mood' of the 'Whatifs'.","They are described as 'partying', which is ironic since they make him sad"
"What does 'all night long' imply about the poet's sleep?","He is suffering from insomnia due to his active mind"
"Why mention 'lightning'?","It represents a sudden, random disaster that one cannot prevent"
"What is the significance of 'Whatif they start a war'?","A fear of global events that a child cannot control"
"How does the poem use 'Humor' to handle 'Anxiety'?","By mixing serious fears with silly ones like green chest hair"
"What does 'strike' mean in the final stanza?","The return of the intrusive thoughts"
"Why does the ear act as the entrance for the 'Whatifs'?","It suggests the thoughts 'whisper' into the mind"
"What is the 'Old Whatif song'?","A song he has heard many times before in his head"
"Does the 'Whatif' about the bus being late matter as much as the war?","To a child's anxiety, every 'Whatif' feels equally big"
"What does 'dumb' represent in the school context?","The fear of being judged as less capable than peers"
"How does the poet describe his 'chest'?","As a place where weird things (green hair) might happen"
"What is the 'Whatif' regarding the house?","Its destruction by nature (the wind)"
"Why does the poet feel 'everything is swell' when he wakes?","The presence of light and people makes the fears seem impossible"
"What does 'incidents' (from Ch 4) compare to these 'Whatifs'?","These are 'internal incidents' of the mind"
"How does 'partied' show the 'chaos' of the mind?","It’s a crowd of noisy thoughts that won't let him rest"
"What is 'crooked' a sign of for the child?","Physical imperfection"
"Why does the poet mention 'swimming pool' twice?","He doesn't, he mentions it once, but it's a key fear"
"What does 'die' signify in the 'sick' Whatif?","The ultimate fear of the unknown"
"Why is 'dance' included?","It represents the fear of lacking a social skill"
"What does 'along' (from Poem 3) contrast with here?","Here the poet is alone with his thoughts, not with a brother"
"How is the 'Whatif' song 'sung'?","In his mind, with a repetitive beat"
"What does 'ear' represent?","The 'portal' to the brain"
"Why does the 'Whatif' start with 'Whatif'?","It's the classic opening for a hypothetical worry"
"Is the poet's 'mind' a safe place at night?","No, it's a place where 'Some Whatifs' play"
"What does 'everything' mean in 'everything is swell'?","The daytime reality"
"Why does the 'Whatif' return 'all of a sudden'?","Anxiety is often triggered by the transition to sleep"
"What is the 'rhythm' of the poem?","It feels like a fast-paced, nervous chant"
"Does the poet 'solve' his worries?","No, they just go away in the morning and come back at night"
"What does 'nobody likes me' tell us about 'loneliness'?","It is a core human fear"
"Why is 'green hair' the funniest 'Whatif'?","Because it is the most unlikely and absurd"
"What is the final 'message' of Shel Silverstein?","That we all have a 'Whatif' song at night"
