Question,Answer
"Why did Jumman’s attitude toward his aunt change over time?","Once the property was transferred, he felt he no longer needed to be kind"
"Explain the phrase 'God lives in the heart of the Panch'.","It means a judge must be impartial and speak the truth as if guided by God"
"What does 'grudged' mean in the context of Jumman’s wife?","She gave the aunt food very unwillingly and with complaints"
"Why was Algu reluctant to be the Panch for the aunt?","He didn't want to jeopardize his long-standing friendship with Jumman"
"How did the aunt convince Algu to take the case?","By telling him that one must not kill their conscience for the sake of friendship"
"What was the main cause of the bullock’s death?","Extreme overwork and lack of proper food provided by Samjhu Sahu"
"Why did Samjhu Sahu nominate Jumman as the Panch?","He knew Jumman was Algu's enemy and hoped for a biased verdict"
"Describe the 'dignity' Jumman felt when he became the Head Panch.","He felt the weight of the office and knew he must only speak the truth"
"What is the significance of the two friends embracing at the end?","It shows that justice had purified their relationship and removed the enmity"
"How did the aunt's property transfer become a burden for her?","It made her dependent on people who lost respect for her"
"What does 'tightened his grip' mean regarding Jumman and the property?","He asserted his ownership and ignored his promises to the aunt"
"Why did the villagers' opinions differ about the aunt's case?","Some sympathized, some laughed, and some advised her to make it up"
"Explain the situational irony in the second Panchayat.","Jumman was expected to take revenge but instead delivered perfect justice"
"What does 'conscience' mean in the story?","A person’s inner sense of right and wrong"
"Why did Algu feel 'pale' when Jumman was chosen?","He was certain Jumman would rule against him out of spite"
"How did the first verdict affect Algu’s social life?","He lost his best friend and gained a dangerous enemy"
"What does 'wretched creature' tell us about Samjhu Sahu?","He had no empathy for the animal and viewed it only as a tool for profit"
"Why did Jumman realize that a Panch has 'no friend or enemy'?","The responsibility of the position forced him to be objective and fair"
"What does 'the bond of friendship was severed' imply?","The deep connection between Algu and Jumman was completely cut off"
"How did the 'tears' act as a symbol in the conclusion?","They represented the washing away of anger and the rebirth of trust"
"Define the word 'allowance' in this context.","A fixed amount of money given regularly for expenses"
"Why did the aunt 'beseech' the villagers?","She was desperate for support and justice against her nephew"
"What does 'seldom' mean in the sentence 'they were seldom seen together'?","Rarely or almost never"
"How did Algu’s character show 'integrity' in the first case?","He chose his duty as a Panch over his personal feelings for Jumman"
"Why was the banyan tree an appropriate place for the Panchayat?","It is a traditional, stable, and public symbol of village authority"
"What does 'ill-pleased' (from Ch 2) compare to Algu’s feeling?","Algu was ill-pleased with the idea of being a Panch against his friend"
"Why did Samjhu Sahu refuse to pay for the bullock?","He claimed the bullock was 'worthless' because it died so soon"
"How did the second verdict prove Algu right?","It proved that the system of the Panchayat is truly divine and fair"
"What is the meaning of 'proclaim' in the village?","To announce something publicly and officially"
"Why was the aunt’s argument 'fair'?","She only wanted the basic dignity of food and a kitchen"
"What does 'revenge' mean to Jumman after the first case?","He spent his time looking for a chance to hurt Algu in return"
"How did the 'ekka' business lead to the bullock's death?","The greed for more trips led to the animal being pushed beyond its limits"
"What does 'victory to the Panchayat' signify?","A celebration of the institution of justice itself"
"Explain the 'responsibility' of a leader as shown in Jumman.","A leader must set aside personal grudges to serve the truth"
"What does 'embrace' show about the resolution?","It was a total reconciliation, not just a legal agreement"
"Why did the aunt say 'God lives in the voice of the Panch'?","To remind the judge that their words have a divine weight"
"What is the role of 'Conscience' in 'Fair Play'?","It is the internal guide that ensures justice is served"
"Why did Algu 'weep' at the end?","From the relief of winning and the joy of getting his friend back"
"What does 'nominate' mean in the village council?","To formally propose a person for the role of the judge"
"How did Jumman’s wife’s 'insults' trigger the conflict?","They made the aunt's life unbearable, forcing her to seek a separate home"
"What does 'dignity of office' mean?","The respect and high moral standard associated with a position"
"Why did the villagers 'sympathize' with the aunt?","They recognized the injustice of her being mistreated after giving up her land"
"Explain 'truth' in the context of the story.","It is the absolute facts of the case, regardless of who is involved"
"What does 'shocker' (from Ch 4) compare to here?","The first verdict was a 'shocker' to Jumman"
"How did the 'bullock' symbolize Algu’s struggle?","Its death brought him financial loss and a legal battle"
"Why did the aunt wait 'several years' before complaining?","She tried her best to endure the situation for the sake of family"
"What does 'neutral' mean for a Panch?","Not taking sides and being completely objective"
"How does the story define 'Fair Play'?","As acting according to rules and justice without bias"
"Why was the 'monthly allowance' a solution?","It would give the aunt the independence she deserved"
"What does the story teach about 'Power'?","That power should be used for justice, not personal gain"
