Question,Answer
"Why is the child 'jealous' of the hawker?","Because the hawker has no fixed time or road to follow"
"What does 'soils his clothes with dust' imply about freedom?","It represents the freedom to be messy and unburdened by rules"
"Explain the metaphor 'street lamp stands like a giant with one red eye'.","It makes the lamp seem like a mythical, watchful creature in the dark"
"Why does the child want to be a gardener at 4 PM?","Because he sees the gardener enjoying the sun and dirt while he is stuck in school"
"What does 'chasing the shadow' mean for the watchman?","Walking through the night with only a shadow for company"
"Why is the child’s window 'open' at night?","It allows him to see the outside world he is forbidden from exploring"
"Define 'vocation' as used in the poem.","A person's trade, profession, or calling in life"
"How does the 'ten o'clock' gong represent authority?","It signals the start of the strict school day"
"Why does the child think the watchman 'never goes to bed'?","Because every time the child is awake at night, the watchman is there"
"What does 'baked in the sun' suggest about the gardener's hard work?","He works through intense heat without complaining or stopping"
"How does the hawker’s 'any road' contrast with the child’s 'way to school'?","One is a path of choice, the other is a path of duty"
"What is the significance of the watchman's 'swinging lantern'?","It is a symbol of guidance and freedom in the darkness"
"Why does the child notice the gardener 'getting wet in the rain'?","Because the child is likely kept safe and dry inside, which he finds boring"
"What does 'nothing to hurry him on' tell us about the hawker?","The child perceives the hawker's life as stress-free"
"Explain the contrast between the 'lonely' lane and the child’s house.","The lane is mysterious and free; the house is safe but restricted"
"What does 'no one takes him to task' mean for the gardener?","Nobody scolds or corrects him for his actions"
"Why is the watchman's shadow called a 'companion'?","The watchman walks 'with his shadow at his side'"
"How does the child view the 'musts' of his life?","As chores or burdens that take away his freedom"
"What does 'crystal bangles' symbolize in the hawker's life?","The simple beauty and fragility of his wandering trade"
"Why does the child want to 'spend the day on the road'?","He wants to explore the world without a timetable"
"What is the 'gong' a symbol of?","Scheduled life and discipline"
"Does the child realize the hardships of these jobs?","No, he only sees their apparent freedom"
"What does 'digging' represent to a child?","Pure, uninhibited play"
"Why is the street lamp called 'one red eye'?","Because it is a single, glowing light in the darkness"
"How does the watchman 'defy' the night?","By staying awake and walking when everyone else sleeps"
"What does 'soiled' mean in this poem?","Dirty, but in a way that represents hard work and freedom"
"Why is the hawker 'in no hurry'?","He has no boss or deadline to meet"
"What does 'walking the street all night' signify?","Unlimited time and lack of a bedtime"
"How does the child's perspective 'romanticize' these jobs?","He ignores the poverty or tiredness of the workers"
"What is the 'gate of that house' a symbol of?","The boundary between the child and the gardener's world"
"Why does the child want to be 'baked' and 'wet'?","He wants to experience nature fully without being protected"
"What is the 'shadow' in the watchman's part?","A dark image made by the lantern's light"
"How does the 'gong' create a 'rhythm' in the poem?","It marks the beginning of the child's daily observations"
"What is 'bangles, crystal bangles' in terms of 'sound'?","A repetitive, musical call of the street"
"Why does the child lie in bed 'through the open window'?","He is a passive observer of a life he cannot join"
"What does 'chasing' imply?","A sense of play and movement"
"Why does the gardener have 'no one' to stop him?","He is his own master in the child's eyes"
"What does 'any place' mean for the hawker?","Absolute freedom of destination"
"How does the child feel about 'bedtime'?","He resents it and wants to be out like the watchman"
"What is the 'giant' lamp's effect on the child?","It adds a sense of fantasy to the night"
"What does 'soils his clothes' tell us about 'consequences'?","The gardener faces no negative consequences for being messy"
"Why does the child want a 'vocation' other than his own?","Because he feels his current 'vocation' (being a child) is too controlled"
"What is the 'must' the child hates?","The 'must' of going to school and going to bed"
"How does the poem use 'Time'?","It uses morning, afternoon, and night to show the child's constant longing"
"What does 'swinging' suggest?","A relaxed and confident movement"
"Is the child's house 'lonely' too?","No, the lane is 'lonely', which makes it more exciting to him"
"What is the 'crystal' a sign of?","Value and beauty in the hawker's box"
"Why does the poet use the word 'chase'?","To show that even a watchman's walk looks like a game to a child"
"What is the 'final' wish of the child?","To be free from the night's rules"
"How does the poem celebrate 'Innocence'?","By showing how a child finds beauty in every job"
