Question,Answer
"Why does Radha feel powerful when she is high up in the tree?","Because she is above everyone and can see far away"
"How did Radha’s mother’s attitude toward climbing trees change?","She moved from being critical to joining in and enjoying it"
"What is the economic problem Nasir wants to solve for his family?","The high cost of buying new seeds every year"
"What does Nasir mean by 'preserving seeds'?","Finding a way to keep seeds from one crop to plant the next year"
"What is the difference between Rohit’s dream and his current reality?","He dreams of global travel but currently lacks the 'huge amounts of money'"
"Why is Rohit interested in the Great Barrier Reef?","He wants to live on the beaches and dive to see coral"
"Describe Serbjit’s internal struggle with anger.","He feels honest but is treated as a liar, leading to suppressed rage"
"Why does Serbjit count to ten?","It is a self-control technique to prevent an angry outburst"
"What makes Dolma a good candidate for Prime Minister?","Her leadership skills and her classmates' trust in her"
"How does Dolma plan to help the scientific community in India?","By making sure there are many good scientists in the country"
"Why is Peter’s favorite day specifically a family day?","Because the whole family shares the same experience together"
"What does the peanuts and ice cream signify in Peter's story?","The simple joys of a happy, bonded family"
"Define the word 'sensible' as used by Radha's mother.","Practical, wise, or behaving in a way that is socially acceptable"
"Why does Nasir believe his grandfather's method was better?","Because it was sustainable and didn't require buying seeds"
"What attracts Rohit to the 'Old City' in Beijing?","His interest in history and ancient architecture"
"How does Serbjit’s teacher's reaction affect his self-esteem?","It makes him feel misunderstood and unfairly judged"
"What does 'confidence' mean for Dolma?","Believing in her ability to lead and make a difference"
"Explain the 'happy' mood of Peter's family.","They are united in their love for cinema and small treats"
"How does Radha's activity challenge traditional gender roles?","By showing a girl enjoying a physical and 'adventurous' activity"
"What is the significance of Nasir's father's expenditure?","It shows the financial burden on modern farmers"
"Why does Rohit want to see the Amazon River?","For the adventure of sailing down a wild, natural waterway"
"What does 'looking at my shoes' show about Serbjit's character?","He is disciplined and tries to manage his emotions"
"Why does Dolma focus on 'hospitals' and 'roads'?","Because she identifies these as basic needs for her people"
"How does Peter's story contrast with the others?","His dream is about a recurring family event, not a career"
"What does 'preservation' mean in Nasir’s context?","The act of keeping something in its original state for future use"
"Why does Rohit mention 'Lakshadweep'?","Because it is a beautiful Indian territory famous for coral"
"What is the source of Serbjit's frustration?","Being called a 'liar' when he is telling the truth"
"How does Dolma’s teacher encourage her?","By trusting her to get things done in school"
"What does 'interval' mean in Peter’s cinema trip?","The break in the middle of a film"
"Why does Radha say 'it is easy' to climb trees?","Because she has practiced and her mother supported her"
"What does Nasir's grandfather's story teach him?","That there is a traditional solution to his family's modern problem"
"What is Rohit’s 'wishlist' of countries?","New Zealand, Australia, Egypt, China, and South America"
"How does Serbjit manage his 'angry face'?","By looking down so people can't see his expression"
"What does Dolma think a Prime Minister should do?","Make things better for everyone and solve problems"
"What is the 'luck' Peter refers to?","Having a loving family and a regular day of joy"
"What does 'ruling the world' symbolize for Radha?","Freedom and a sense of achievement"
"Why is Nasir's goal 'professional'?","He wants to apply knowledge to solve a real-world agricultural issue"
"Why does Rohit want to see the 'Pyramids'?","Because they are world-famous ancient wonders"
"What is the 'fight' Serbjit refers to?","A conflict with his brother where he was blamed wrongly"
"How does Dolma handle her classmates' problems?","She helps them find solutions, showing her leadership"
"What does Peter's father do in the 'darkness'?","He buys peanuts for the family to enjoy"
"What is the 'A' grade (from Ch 1) compared to Nasir’s goal?","Nasir seeks a 'real-world' solution, not just a school grade"
"Why does Radha's mother climb up with her?","To bond with her daughter and share her perspective"
"What does 'collecting seeds' involve for Nasir?","Learning the science and timing of seed harvesting"
"Why is Rohit's dream considered 'ambitious'?","It involves traveling across several continents"
"What does 'telling the truth' mean to Serbjit?","It is a matter of personal integrity"
"How does Dolma plan to serve India?","Through politics and public service"
"What is the 'favourite day' for Peter's family?","A time for relaxation and togetherness"
"What does the chapter teach about 'Individual Identity'?","That everyone has a different 'inner' world"
"Why is 'Who I Am' an appropriate title?","Because it reflects the core interests and dreams of each child"
