Question,Answer
"What was the name of the boy in the story?","Patrick"
"What subject did Patrick hate the most?","Homework"
"What games did Patrick prefer over studying?","Hockey, Basketball, and Nintendo"
"What did Patrick think his cat was playing with?","A little doll"
"Who was the cat actually playing with?","A tiny man (an elf)"
"What did the elf wear on his head?","A high tall hat"
"Why did the elf grant Patrick a wish?","Because Patrick saved him from the cat"
"What was Patrick's wish?","That the elf do all his homework"
"How many days were left in the semester?","35 days"
"What did the elf’s face look like when he heard the wish?","A wrinkled dishcloth"
"What sound did the elf make when he was angry?","He shrieked"
"Did the elf always know what to do in homework?","No"
"What did the elf need to help him with English?","A dictionary"
"What did Patrick have to do at the library?","Get books"
"How did Patrick’s eyes look from working late?","Puffed and bleary"
"What grade did Patrick get in his subjects?","A grade"
"What did Patrick do to his room at the end?","He cleaned it"
"What kind of boy did Patrick become at the end?","A model kid"
"Who actually did the homework in the end?","Patrick himself"
"What did the elf do on the last day of school?","He quietly slipped out"
"What did Patrick's teachers do when they saw his grades?","They smiled and praised him"
"What did Patrick's parents wonder?","What had happened to him"
"Was the elf a tall man?","No, he was the tiniest size"
"What was the elf wearing on his body?","A little wool shirt"
"What did the elf call human history?","A mystery"
"Did Patrick work harder or less than before?","Harder"
"What did the elf shout for when doing math?","Help me!"
"What was the elf's reaction to addition?","He said elves never need it"
"What did Patrick do while the elf worked?","He stayed up nights and helped"
"Was Patrick lazy at the start of the story?","Yes"
"What did the elf do to his fists when angry?","He doubled them"
"What did the elf do with his legs when angry?","He kicked them"
"What did the elf want Patrick to do with the dictionary?","Look up words"
"How many days was the elf supposed to stay?","35 days"
"Did the elf stay even a day extra?","No"
"What was the cat's name mentioned in the book?","Not mentioned"
"What did Patrick do with his chores at the end?","He did them"
"Did Patrick's classmates notice a change?","Yes"
"What was the elf's shirt made of?","Wool"
"What were the elf's trousers called?","Old-fashioned breeches"
"What did the elf find human history to be?","A mystery"
"What did the elf do at the back door?","Slipped away"
"What was Patrick's attitude at the end?","A whole new attitude"
"Did Patrick think he had a secret?","Yes"
"Was the elf happy to do English homework?","No"
"Did the elf know about fractions?","No"
"What did Patrick do with the books he got?","Read them to the elf"
"Who is the author of the story?","Carol Moore"
"What did Patrick become by the end of the term?","A model boy"
"Did the elf ever leave the house before the term ended?","No"
