Question,Answer
"Why does the child find it hard to imagine teachers in pajamas?","Because he only sees them in formal, professional roles"
"What does 'picking their noses' symbolize?","The mundane and unpolished reality of being human"
"Explain the significance of 'losing hymn books'.","It shows that even teachers might have been disorganized as children"
"Why does the child want to follow a teacher home?","To satisfy his overwhelming curiosity about their 'real' life"
"What is the irony in 'spelt things wrong'?","Teachers are expected to be the masters of spelling and knowledge"
"What does 'pinched the chocolate flakes' suggest about childhood?","The universal temptation of sweets and small acts of rebellion"
"Why is 'leaving their greens' a relatable question?","Most children struggle with eating vegetables and wonder if adults do too"
"Describe the child’s perception of teachers.","He sees them as perfect beings who belong only in the school building"
"What does 'scribbled on the desk tops' tell us about the child's imagination?","He wonders if teachers ever broke the very rules they enforce now"
"Why does the child want his poem to be read by the teachers?","To show them that he has discovered their 'human' secret"
"How does 'four o'clock' act as a boundary in the poem?","It is the point where the teacher's 'mystical' role ends and private life begins"
"What does 'pajamas' represent in terms of 'character'?","Comfort, vulnerability, and a life outside of authority"
"Why is the mention of 'mums and dads' important?","It reminds the child that even teachers have a lineage and were once cared for"
"What does 'old dirty jeans' contrast with?","The neat, formal attire teachers usually wear at school"
"Define 'hymn book' in the context of a 19th/20th-century school.","A symbol of discipline, religion, and school order"
"How does the poet create humor?","By putting a 'mighty' teacher in 'lowly' human situations"
"What is the significance of 'washing socks'?","It is one of the most boring, ordinary chores imaginable"
"Why does the child wonder if they 'lived with other people'?","He thinks they might just exist in isolation or at school"
"What does 'bad' mean in the line 'Were they ever bad?'","Disobedient or failing to follow school rules"
"Explain the child's 'mission'.","To bridge the gap between his world and the teacher's hidden world"
"How does the poem use 'Relatability'?","By listing things every child does and projecting them onto the teacher"
"What does the 'TV' symbolize in a teacher's house?","A waste of time or relaxation that seems 'un-teacher-like'"
"Why does the child think they might not have 'mums'?","Because teachers seem to have appeared fully grown and perfect"
"What does 'four o'clock' represent for the child?","The limit of his knowledge about his teachers"
"Describe the 'mystery' of the school building after hours.","The child thinks it might be the only place teachers exist"
"What is the 'reward' for the child's spying?","Information that will become his 'poem'"
"How does 'spelling' relate to a teacher's authority?","It is a core skill that represents their 'perfection'"
"Why is 'picking the nose' the 'same as you and me'?","It is a leveling habit that makes everyone equal"
"What does 'pajamas' do to a person's image?","It makes them look soft and approachable"
"Why mention 'chocolate flakes' specifically?","It’s a specific, tasty treat that implies a 'childish' craving"
"What does 'following' represent?","A search for the truth behind the mask"
"Why is the 'poem' the final destination of his plan?","It’s how he shares his discovery with the world"
"Is the teacher a 'superhero' to the child?","In a way, yes—someone who doesn't seem to eat, sleep, or fail"
"What does 'washing socks' tell us about life?","That even 'great' people have to do dirty work"
"Why is the 'desk top' a place of rebellion?","Because it's permanent damage to school property"
"Explain 'lost their hymn books' as a sign of 'imperfection'.","It shows they weren't always organized and responsible"
"How does the poet use 'questions' to drive the poem?","The whole poem is a series of inquiries with no answers"
"What is the 'spirit' of the poem?","Playful inquiry and childlike wonder"
"Why does the child think they might 'disappear'?","Because he can't see them anywhere else"
"How does 'four o'clock' change the teacher's 'identity'?","They transition from 'Master' to 'Normal Person'"
"What is the 'social' aspect of 'living with other people'?","It means having friends and a social life outside work"
"Why mention 'mums and dads' specifically?","To connect the teacher to the concept of 'family'"
"What is the 'action' in the final stanza?","The child's plan to take action (follow and write)"
"What does 'read to you' imply?","The child wants to communicate his findings to his peers"
"How does the poem 'humanize' the profession of teaching?","By stripping away the professional title to find the person"
"What is 'dirty jeans' a sign of?","Casualness and play"
"Why does the child care about their 'greens'?","It's a common point of conflict between children and authority"
"Is the child's curiosity 'innocent' or 'sneaky'?","Mostly innocent—he just wants to know"
"What is the 'structure' of his curiosity?","From home life -> childhood -> bad habits -> current plan"
"Why is the title a 'question'?","Because the whole poem is an unsolved mystery"
