Question,Answer
"Who is the poet of 'The Kite'?","Harry Behn"
"How does a new kite look in the blue sky?","Bright"
"What does the kite do with a 'dive and a dip'?","It snaps its tail"
"To what object does the poet compare the kite?","A ship"
"What part of a ship is the kite compared to?","A sail"
"What does the kite 'ride' upon?","The wind (tides)"
"What happens to the kite when the wind falls?","It seems to rest"
"What color is the sky mentioned in the poem?","Blue"
"What does the flyer do when the string goes slack?","Winds it back"
"What makes the kite’s wings fill with air?","A new breeze"
"What is a kite called when it gets caught in a tree?","A raggeder thing"
"Does the kite stay bright when it is torn?","No"
"What sound does the kite's tail make?","A snapping sound"
"What does the kite do to the 'crest' of a gust?","It climbs"
"Where does the kite flap its wings when it is stuck?","In the top of a tree"
"Is the kite compared to a bird?","Yes (implied by wings and soaring)"
"What happens to the string when the kite is high?","It goes slack when the wind falls"
"What does the kite 'soar' like?","A ship with only a sail"
"What does a 'new breeze' help the kite do?","Go up again"
"What is the 'blue' in the poem?","The clear sky"
"How many sails does the ship in the poem have?","Only one"
"What does the kite do when the wind is strong?","It pulls and soars"
"Does a kite look good when it is 'raggeder'?","No, it is a sad sight"
"What does the word 'slack' mean?","Loose or not tight"
"What fills the kite's wings to make it fly?","Air"
"Does the kite fly when there is no wind?","No, it rests"
"What part of the kite 'snaps'?","Its tail"
"What is a 'gust'?","A sudden strong rush of wind"
"What is the 'crest'?","The top or peak of the wind wave"
"What does the flyer wait for?","A new breeze to blow"
"Is the poem about an old kite or a new one at first?","A new kite"
"Does the kite have real wings?","No, it is made of paper and cloth"
"What does the kite 'climb' to?","The crest of a gust"
"What is the kite's 'tail' made of?","Usually ribbon or paper"
"Does the kite move quietly?","No, it snaps its tail"
"Where is the kite when it is 'bright'?","In the blue sky"
"What does the kite 'ride' like a boat?","The tides of the wind"
"What is the mood of the first half of the poem?","Joyful and energetic"
"What is the mood of the end of the poem?","Sad or disappointing"
"Does the kite fly over the ocean?","No, it is compared to a ship on the ocean"
"What does 'soar' mean?","To fly high in the air"
"What does the flyer do when the breeze blows?","Runs until the wings fill"
"Is the kite's string always tight?","No, it goes slack when wind falls"
"What is the 'sail' of the kite?","Its main body/fabric"
"Does the kite stop moving in the tree?","No, it flaps"
"What is the 'top of a tree' for a kite?","A trap"
"What is the 'blue' synonymous with?","The sky"
"Does the kite have a motor?","No, it uses wind power"
"What does the poet want us to feel for the kite?","Admiration and then pity"
"Is the kite a 'raggeder thing' in the sky?","No, only in the tree"
