Question,Answer
Motion is a change in position of an object.,True
Distance is the length of the path travelled.,True
Displacement is the shortest distance between two points.,True
Speed is distance divided by time.,True
Velocity is speed in a given direction.,True
Uniform motion is motion at constant speed.,True
Non-uniform motion is motion at changing speed.,True
A car moving on a straight road can have uniform motion.,True
A car in traffic may have non-uniform motion.,True
Motion can be rectilinear, circular, or oscillatory.,True
Rectilinear motion is along a straight line.,True
Circular motion is along a circular path.,True
Oscillatory motion is back and forth movement.,True
Earth moves in circular motion around the Sun.,True
A swing shows oscillatory motion.,True
Motion is measured using a measuring tape.,True
Distance can be measured in meters.,True
Kilometre is larger than meter.,True
Centimetre is smaller than meter.,True
Motion occurs even when we are sitting in a moving vehicle.,True
If an object does not change position, it is at rest.,True
Time is measured using a clock.,True
Speed is measured in m/s.,True
Motion can be uniform in straight line only.,False
Motion of planets is uniform and circular.,True
Displacement can be zero if start and end points are same.,True
Distance is always positive.,True
Velocity can be negative.,True
Acceleration is change in velocity.,True
Speedometer measures speed of a vehicle.,True
Odometer measures distance travelled.,True
Motion can be observed but not measured.,False
A moving train can have uniform or non-uniform motion.,True
Walking shows rectilinear motion.,True
A ball rolling on ground shows rectilinear motion.,True
Pendulum shows periodic motion.,True
Bouncing ball shows oscillatory motion.,True
Cyclist on circular track shows circular motion.,True
Distance and displacement are same in straight line.,True
Distance and displacement can differ in curved path.,True
Displacement can be shorter than distance.,True
Objects at rest have zero velocity.,True
Faster objects cover more distance in same time.,True
Motion is relative to reference point.,True
Light travels in straight line showing rectilinear motion.,True
Motion can be measured using scale and clock.,True
A car can move but displacement be zero.,True
Motion depends on position of observer.,True
Moving objects possess kinetic energy.,True
Stationary objects have zero motion.,True
