Question,Answer
Motion is the change in position of an object.,True
Rest means no motion.,True
Distance is the length between two points.,True
Speed is the distance travelled per unit time.,True
Time is measured in seconds.,True
Distance is measured in metre.,True
Speed is measured in m/s.,True
A car moving straight shows rectilinear motion.,True
A wheel rotating shows circular motion.,True
A pendulum shows oscillatory motion.,True
Uniform motion means equal distance in equal time.,True
Non-uniform motion means unequal distance in equal time.,True
Motion can be fast or slow.,True
Kilometre is a bigger unit of length.,True
Centimetre is a smaller unit of length.,True
Meter is standard unit of length.,True
Time can be measured using clock.,True
Motion can be measured using distance and time.,True
Displacement is a straight line between initial and final position.,True
Velocity is speed in a particular direction.,True
Acceleration is change in velocity.,True
Speed can be average or instantaneous.,True
Earth’s rotation is a type of circular motion.,True
Earth’s revolution is periodic motion.,True
Motion of train on straight track is rectilinear.,True
Motion of fan is circular.,True
Motion of swing is oscillatory.,True
Motion repeats in periodic motion.,True
Motion can be linear, circular, or oscillatory.,True
Units of measurement are standardized.,True
Traditional units vary from person to person.,True
Measuring tape is used for long distances.,True
Ruler is used for small lengths.,True
Thread can be used for curved lines.,True
Motion is everywhere around us.,True
All moving objects have velocity.,True
Friction affects motion.,True
Gravity affects motion.,True
Objects in motion continue unless acted by force.,True
Speed does not indicate direction.,True
Velocity indicates direction.,True
Time interval is difference between two times.,True
Distance covered can be measured.,True
Some motion is visible, some invisible.,True
Train’s speed can be measured.,True
Runner’s speed can be measured.,True
Motion is relative.,True
Stationary objects have zero speed.,True
Acceleration can be positive or negative.,True
Motion can be uniform or non-uniform.,True
