Question,Answer
Waste is produced in homes, schools, and industries.,True
All waste is garbage.,False
Biodegradable waste can decompose naturally.,True
Non-biodegradable waste does not decompose easily.,True
Paper is biodegradable.,True
Plastic is non-biodegradable.,True
Glass is non-biodegradable.,True
Food scraps are biodegradable.,True
Segregation of waste helps in recycling.,True
Segregation separates biodegradable and non-biodegradable waste.,True
Recycling reduces the amount of waste in landfills.,True
Composting turns biodegradable waste into manure.,True
Plastic can be recycled.,True
E-waste should be disposed of properly.,True
Dumping waste in rivers pollutes water.,True
Burning waste can cause air pollution.,True
Landfills are used to dump garbage.,True
Hazardous waste is dangerous to health.,True
Medical waste must be handled carefully.,True
Biodegradable waste can produce methane if not managed properly.,True
Waste management prevents spread of diseases.,True
Reduce, Reuse, Recycle are important steps.,True
Throwing garbage on streets causes unhygienic conditions.,True
Segregated waste is easier to process.,True
Plastic bags should be avoided.,True
Paper can be reused.,True
Glass bottles can be reused.,True
E-waste contains toxic substances.,True
Proper disposal of waste protects environment.,True
Compost is rich in nutrients.,True
Segregation is done at source and at collection.,True
Waste can be converted into energy.,True
Landfills release harmful gases if not managed.,True
Non-biodegradable waste persists for years.,True
Littering affects aesthetics of environment.,True
Waste management involves collection, segregation, recycling, and disposal.,True
Recycling saves natural resources.,True
Plastic waste can harm animals.,True
Composting reduces load on landfills.,True
Waste should not be thrown in drains.,True
Garbage can cause foul smell.,True
Proper sanitation prevents health hazards.,True
Industrial waste should be treated before disposal.,True
Community awareness is important for waste management.,True
Segregation involves separate bins for wet and dry waste.,True
Reusable materials reduce garbage.,True
E-waste includes old computers and batteries.,True
Open dumping pollutes soil and water.,True
Incineration burns waste to reduce volume.,True
Segregated plastic waste can be recycled efficiently.,True
Hazardous chemicals should not mix with household waste.,True
Waste management conserves resources and energy.,True
