Question,Answer
Plants make their own food.,True
Leaves perform photosynthesis.,True
Roots absorb water and minerals.,True
Stems support the plant.,True
Flowers help in reproduction.,True
Fruits develop from flowers.,True
Seeds are produced in fruits.,True
Plants need sunlight for photosynthesis.,True
Plants need water for photosynthesis.,True
Plants need carbon dioxide for photosynthesis.,True
Chlorophyll is green pigment in leaves.,True
Photosynthesis produces oxygen.,True
Photosynthesis produces glucose.,True
Roots anchor the plant in soil.,True
Stems transport water and nutrients.,True
Xylem transports water.,True
Phloem transports food.,True
Roots can store food.,True
Leaves are flat and green.,True
Flowers attract pollinators.,True
Pollination transfers pollen.,True
Fertilization occurs after pollination.,True
Seeds germinate to form new plants.,True
Seeds need water to germinate.,True
Seeds need oxygen to germinate.,True
Seeds need suitable temperature to germinate.,True
Some plants grow from stem cuttings.,True
Some plants grow from leaves.,True
Plants can reproduce asexually.,True
Plants can reproduce sexually.,True
Roots grow downward.,True
Stems grow upward.,True
Leaves grow from stems.,True
Flowers grow from stems.,True
Fruits contain seeds.,True
Seeds do not grow without water.,True
Roots absorb minerals from soil.,True
Leaves have veins.,True
Some roots are aerial.,True
Some stems are underground.,True
Plants produce flowers.,True
Pollinators help in reproduction.,True
Photosynthesis occurs in presence of sunlight.,True
Oxygen released by plants is essential for animals.,True
Chlorophyll captures sunlight.,True
Plant reproduction ensures survival of species.,True
Fruit ripening involves chemical changes.,True
Germination is the beginning of new plant.,True
Some seeds remain dormant.,True
Water is necessary for all plant processes.,True
Plants cannot live without sunlight.,True
