Question,Answer
All living organisms need food.,True
Living organisms need water to survive.,True
Oxygen is necessary for respiration in animals.,True
Plants produce their own food.,True
Photosynthesis occurs in leaves.,True
Sunlight is necessary for photosynthesis.,True
All living organisms need shelter.,True
Habitat is the place where an organism lives.,True
Different animals live in different habitats.,True
Deserts have low rainfall.,True
Cacti are adapted to dry habitats.,True
Aquatic animals live in water.,True
Fishes breathe through gills.,True
Some plants grow in water.,True
Forests have high biodiversity.,True
Rainforests receive heavy rainfall.,True
Some animals are nocturnal.,True
Some animals are diurnal.,True
Adaptations help organisms survive.,True
Camouflage helps animals hide from predators.,True
Some birds migrate seasonally.,True
Bees and butterflies help in pollination.,True
Decomposers recycle nutrients.,True
Fungi are decomposers.,True
Soil provides nutrients for plants.,True
Temperature affects living organisms.,True
Some animals hibernate in winter.,True
Some animals aestivate in summer.,True
Predators hunt other animals.,True
Prey animals escape from predators.,True
Food chain shows the flow of energy.,True
Producers make their own food.,True
Herbivores eat plants only.,True
Carnivores eat other animals.,True
Omnivores eat plants and animals.,True
Ecosystem includes living and non-living things.,True
Some organisms can survive extreme conditions.,True
Wetlands support aquatic plants and animals.,True
Grasslands have grazing animals.,True
Mangroves grow in coastal regions.,True
Pollution affects organisms.,True
Extinction occurs when species die out.,True
Some organisms are endangered.,True
Human activities affect ecosystems.,True
Trees provide oxygen.,True
Animals provide food and materials for humans.,True
Soil erosion affects plants and animals.,True
Overhunting reduces animal populations.,True
Invasive species can harm native species.,True
Deforestation affects habitat availability.,True
Wetlands act as flood control.,True
