Question,Answer
Materials can be grouped based on their properties.,True
Solids, liquids, and gases are three states of matter.,True
Glass is a solid.,True
Water is a liquid.,True
Air is a gas.,True
Materials can be hard or soft.,True
Materials can be transparent, translucent, or opaque.,True
Iron is a hard material.,True
Rubber is a soft material.,True
Wood is a hard material.,True
Water is a transparent material.,True
Butter paper is translucent.,True
Wood is opaque.,True
Materials can be metals or non-metals.,True
Copper is a metal.,True
Plastic is a metal.,False
Aluminium is a metal.,True
Sulphur is a non-metal.,True
Wood is a non-metal.,True
Materials can be rough or smooth.,True
Sandpaper is rough.,True
Glass is smooth.,True
Materials can be flexible or rigid.,True
Rubber is flexible.,True
Steel is rigid.,True
Materials can float or sink in water.,True
Wood floats in water.,True
Iron sinks in water.,True
Cork floats in water.,True
Materials can conduct or insulate heat.,True
Metal conducts heat.,True
Wood insulates heat.,True
Plastic insulates heat.,True
Materials can conduct or insulate electricity.,True
Copper conducts electricity.,True
Rubber insulates electricity.,True
Glass does not conduct electricity.,True
Materials can be magnetic or non-magnetic.,True
Iron is magnetic.,True
Aluminium is non-magnetic.,True
Steel is magnetic.,True
Materials can be soluble or insoluble in water.,True
Sugar is soluble in water.,True
Sand is insoluble in water.,True
Salt is soluble in water.,True
Oil is insoluble in water.,True
Materials can be heavy or light.,True
Lead is heavy.,True
Plastic is light.,True
Materials can change with heat or cold.,True
Ice melts on heating.,True
Materials can be reused or recycled.,True
