Question,Answer
Electricity is a form of energy.,True
A circuit is a closed path for electric current.,True
A cell produces electricity.,True
A battery is made of two or more cells.,True
A bulb glows when current passes through it.,True
A switch is used to control the flow of current.,True
An open circuit allows current to flow.,False
A closed circuit allows current to flow.,True
Conductors allow electric current to pass.,True
Insulators do not allow electric current to pass.,True
Copper is a good conductor.,True
Plastic is an insulator.,True
Metals generally conduct electricity.,True
Water with impurities conducts electricity.,True
Distilled water does not conduct electricity.,True
The positive terminal of a cell is marked +.,True
The negative terminal of a cell is marked -.,True
Electric current is the flow of charges.,True
A fuse protects a circuit from excess current.,True
If a fuse blows, the circuit breaks.,True
Short circuit is dangerous.,True
Switch OFF breaks the circuit.,True
Switch ON completes the circuit.,True
A torch works on a cell.,True
Electricity can be dangerous.,True
Wires are covered with plastic.,True
Electric bell works using electricity.,True
Series circuit has current same in all components.,True
Parallel circuit has different branches.,True
A filament glows when current passes.,True
Tungsten is used in bulb filament.,True
Current flows from positive to negative terminal.,True
A battery stores chemical energy.,True
A cell converts chemical energy to electrical energy.,True
Circuit diagram shows symbols of components.,True
Symbol of bulb is a circle with filament.,True
Symbol of switch shows break in line.,True
A resistor resists flow of current.,True
A conductor can be metal.,True
Insulators include rubber and wood.,True
Electricity can be generated using magnets.,True
A motor works on electricity.,True
A generator produces electricity.,True
Electricity can be converted to light and heat.,True
Static electricity is different from current electricity.,True
Current electricity requires a closed path.,True
Electricity flows in wires.,True
Current electricity is used in homes.,True
Battery has positive and negative terminals.,True
Connecting battery directly to wire without load is unsafe.,True
